# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	30955
#@/user_id	arch
a 	啊	c=27 d=0.000665523 t=30955
ming 	銘	c=2 d=7.72486e-19 t=30955
ming bai 	明白	c=1 d=4.98381e-14 t=30955
ming cheng 	名稱	c=42 d=0.00417954 t=30955
ming dan 	名單	c=1 d=4.03486e-07 t=30955
ming e 	名額	c=1 d=8.05144e-10 t=30955
ming ji 	明基	c=1 d=0.000261259 t=30955
ming ling 	命令	c=15 d=0.000221408 t=30955
ming ling hang 	命令行	c=2 d=1.65783e-06 t=30955
ming ming 	命名	c=1 d=2.09587e-29 t=30955
ming ming 	明明	c=1 d=4.7285e-13 t=30955
ming tian 	明天	c=7 d=3.82168e-08 t=30955
ming xi 	明細	c=122 d=0.00176737 t=30955
ming xi hang 	明細行	c=1 d=6.38279e-13 t=30955
ming xian 	明顯	c=1 d=2.09843e-14 t=30955
ming zi 	名字	c=5 d=1.0076e-11 t=30955
mo ban 	模板	c=98 d=0.00580933 t=30955
mo ban zhong 	模板中	c=1 d=1.21382e-15 t=30955
mo dao bu wu kan chai gong 	磨刀不誤砍柴工	c=1 d=6.61128e-15 t=30955
mo er 	摩爾	c=0 d=5.39886e-15 t=30955
mo er si 	摩爾斯	c=1 d=5.42594e-14 t=30955
mo er si 	莫爾斯	c=1 d=5.37196e-14 t=30955
mo hu 	模糊	c=2 d=2.35418e-14 t=30955
mo hu pi pei 	模糊匹配	c=1 d=2.3481e-13 t=30955
mo hua 	磨花	c=1 d=1.68375e-12 t=30955
mo kuai 	模塊	c=41 d=3.81353e-11 t=30955
mo li 	磨礪	c=1 d=2.05688e-14 t=30955
mo li hua 	茉莉花	c=2 d=1.86013 t=30955
mo ni 	模擬	c=3 d=1.59417e-12 t=30955
mo ren 	默認	c=28 d=0.000203472 t=30955
mo shi 	模式	c=5 d=0.000106861 t=30955
mo tuo 	摩托	c=1 d=1.76155e-14 t=30955
mo wei 	末尾	c=1 d=2.50622e-15 t=30955
mo xing 	模型	c=8 d=0.297437 t=30955
mou 	某	c=1 d=3.36789e-21 t=30955
mou tian 	謀天	c=1 d=1.93677e-12 t=30955
mou xie 	某些	c=1 d=0.000115067 t=30955
mou yi 	某一	c=1 d=2.23936e-14 t=30955
mu 	沐	c=1 d=6.81147e-13 t=30955
mu ban 	模板	c=4 d=1.77125e-12 t=30955
mu ban 	母板	c=1 d=3.59041e-09 t=30955
mu biao 	目標	c=50 d=0.000328432 t=30955
mu biao ji zhun lv 	目標基準率	c=1 d=1.20798e-17 t=30955
mu di di 	目的地	c=1 d=0.00392653 t=30955
mu ke 	幕客	c=2 d=8.3243e-12 t=30955
mu ke wang 	慕課網	c=5 d=1.97263e-13 t=30955
mu lu 	目錄	c=22 d=0.00228397 t=30955
mu lu shu 	目錄樹	c=1 d=3.41646e-13 t=30955
mu qian 	目前	c=1 d=9.35762e-14 t=30955
na 	哪	c=2 d=3.16142e-12 t=30955
na 	那	c=21 d=1.03858e-06 t=30955
na bian 	那邊	c=2 d=5.95706e-15 t=30955
na cai jiao 	那才叫	c=1 d=3.81373e-13 t=30955
na de 	那得	c=1 d=8.92428e-15 t=30955
na ge 	哪個	c=11 d=8.71996e-07 t=30955
na ge 	那個	c=9 d=2.45985e-06 t=30955
na ge lei 	那個類	c=1 d=9.49904e-14 t=30955
na ge shi hou 	那個時候	c=1 d=2.21136e-13 t=30955
na gong zi 	那工資	c=1 d=8.48762e-13 t=30955
na hao 	那好	c=1 d=3.60963e-13 t=30955
na jia 	那家	c=1 d=1.57125e-22 t=30955
na jin tian 	那今天	c=1 d=2.47319e-06 t=30955
na jiu 	那就	c=9 d=8.74503e-07 t=30955
na ke yi 	那可以	c=1 d=4.25791e-15 t=30955
na li 	哪裏	c=11 d=3.57542e-12 t=30955
na li 	那裏	c=3 d=4.26875e-07 t=30955
na me 	那麼	c=8 d=7.4902e-09 t=30955
na me da 	那麼大	c=1 d=2.08258e-13 t=30955
na mi 	納米	c=2 d=7.48826e-31 t=30955
na miao 	納秒	c=1 d=1.74372e-12 t=30955
na ni 	哪你	c=1 d=7.12496e-13 t=30955
na ni 	那你	c=3 d=1.96435e-06 t=30955
na qi 	納期	c=1 d=7.30535e-13 t=30955
na shi 	那是	c=2 d=2.20602e-14 t=30955
na shi hou 	那時候	c=1 d=1.66297e-13 t=30955
na tian 	哪天	c=1 d=5.12317e-15 t=30955
na tian 	那天	c=1 d=4.52041e-13 t=30955
na tiao 	那條	c=1 d=3.72855e-13 t=30955
na wo 	那我	c=10 d=1.88156e-06 t=30955
na wo men 	那我們	c=1 d=4.78837e-14 t=30955
na xie 	哪些	c=8 d=7.30162e-07 t=30955
na xie 	那些	c=3 d=0.00704808 t=30955
na yao 	那要	c=1 d=1.78908e-20 t=30955
na ye shi 	那也是	c=1 d=0.00960953 t=30955
na yi ge 	哪一個	c=1 d=5.41379e-17 t=30955
na yi lan 	那一欄	c=1 d=5.09765e-15 t=30955
na yi lie 	那一列	c=2 d=2.61691e-14 t=30955
na ying gai 	那應該	c=1 d=4.40657e-07 t=30955
na zhang 	那張	c=0 d=5.73274e-15 t=30955
na zhang biao 	那張表	c=1 d=5.76145e-14 t=30955
na zhong 	那種	c=1 d=1.80614e-14 t=30955
na zhong gan jue 	那種感覺	c=1 d=1.96637e-14 t=30955
nai ba 	奶爸	c=1 d=2.24784e-29 t=30955
nai lao 	奶酪	c=2 d=2.17207e-08 t=30955
nai xin 	耐心	c=1 d=6.8633e-14 t=30955
nan 	南	c=1 d=3.26724e-17 t=30955
nan 	男	c=1 d=6.39931e-14 t=30955
nan hai 	男孩	c=0 d=6.49605e-15 t=30955
nan hai nv hai 	男孩女孩	c=1 d=6.52859e-14 t=30955
nan jing 	南京	c=2 d=1.14001e-12 t=30955
nan ren 	男人	c=1 d=1.89071e-13 t=30955
nan ren tuan 	男人團	c=1 d=1.51592e-12 t=30955
nan shi 	男士	c=1 d=1.72637e-12 t=30955
nan xing 	男性	c=2 d=1.32679e-13 t=30955
nang zhong xiu se 	囊中羞澀	c=1 d=1.89416e-15 t=30955
nao dai 	腦袋	c=0 d=3.62773e-14 t=30955
nao dai li 	腦袋裏	c=1 d=3.64591e-13 t=30955
ne 	呢	c=20 d=0.000189796 t=30955
ne bu 	呢不	c=1 d=5.12405e-18 t=30955
ne bu bao jia 	呢不報價	c=3 d=1.80583e-12 t=30955
ne re 	呢熱	c=1 d=4.03278e-23 t=30955
nei 	內	c=3 d=4.43246e-10 t=30955
nei bu 	內部	c=185 d=0.0812158 t=30955
nei bu bao jia 	內部報價	c=90 d=0.53324 t=30955
nei bu lei 	內部類	c=1 d=1.89024e-20 t=30955
nei bu que ren 	內部確認	c=1 d=0.0536647 t=30955
nei cun 	內存	c=4 d=1.85522e-12 t=30955
nei cun tiao 	內存條	c=1 d=3.00049e-15 t=30955
nei mu 	內幕	c=1 d=5.80534e-15 t=30955
nei rong 	內容	c=99 d=0.000350846 t=30955
neng 	能	c=9 d=0.00637749 t=30955
neng bei 	能被	c=1 d=1.81519e-14 t=30955
neng de dao 	能得到	c=1 d=1.78786e-12 t=30955
neng gou 	能夠	c=2 d=7.91378e-13 t=30955
neng li 	能力	c=1 d=2.85416e-15 t=30955
neng nai 	能耐	c=1 d=2.09302e-13 t=30955
neng yong 	能用	c=1 d=3.38362e-17 t=30955
neng zhao dao 	能找到	c=1 d=2.19465e-12 t=30955
ni 	你	c=42 d=0.00902718 t=30955
ni 	尼	c=2 d=3.58355e-13 t=30955
ni bu 	你不	c=0 d=1.05235e-13 t=30955
ni bu shi shuo 	你不是說	c=1 d=5.37469e-20 t=30955
ni bu shi yong 	你不使用	c=1 d=1.05762e-12 t=30955
ni bu zhi dao 	你不知道	c=2 d=1.07415e-18 t=30955
ni cai 	你才	c=1 d=4.76449e-14 t=30955
ni cheng 	昵稱	c=1 d=1.03418e-13 t=30955
ni chi 	你吃	c=1 d=1.53246e-22 t=30955
ni chong qi xia 	你重啓下	c=1 d=2.92591e-13 t=30955
ni chong xin 	你重新	c=1 d=1.58106e-07 t=30955
ni de 	你的	c=7 d=0.00875335 t=30955
ni de shi hou 	你的時候	c=1 d=0.00810722 t=30955
ni gai de 	你改的	c=1 d=4.34096e-07 t=30955
ni gen 	你跟	c=2 d=6.60678e-07 t=30955
ni geng xin 	你更新	c=2 d=1.3445e-12 t=30955
ni hao 	你好	c=7 d=0.000683448 t=30955
ni hao xiang 	你好像	c=1 d=7.417e-15 t=30955
ni jian cha 	你檢查	c=1 d=6.43139e-14 t=30955
ni jin tian 	尼今天	c=1 d=2.95532e-13 t=30955
ni jiu 	你就	c=0 d=0.000798652 t=30955
ni jiu shi 	你就是	c=2 d=0.0161744 t=30955
ni kan 	你看	c=2 d=3.82298e-12 t=30955
ni kan kan 	你看看	c=4 d=2.32512e-06 t=30955
ni kan xia 	你看下	c=1 d=1.757e-13 t=30955
ni ke yi 	你可以	c=1 d=6.8456e-13 t=30955
ni lian 	你連	c=1 d=1.65383e-07 t=30955
ni men 	你們	c=10 d=0.00013524 t=30955
ni ming 	匿名	c=1 d=1.16302e-12 t=30955
ni qu 	你去	c=1 d=7.70371e-20 t=30955
ni shi 	你是	c=3 d=1.86564e-13 t=30955
ni shi bu shi 	你是不是	c=1 d=2.07897e-22 t=30955
ni shi shi 	你試試	c=2 d=9.01244e-13 t=30955
ni shi yao 	你是要	c=1 d=1.07434e-20 t=30955
ni shuo 	你說	c=8 d=8.29672e-12 t=30955
ni shuo de 	你說的	c=1 d=1.40638e-12 t=30955
ni shuo ne 	你說呢	c=3 d=3.28027e-05 t=30955
ni ti dao 	你提到	c=1 d=3.2092e-12 t=30955
ni wei shen me 	你爲什麼	c=1 d=1.1459e-14 t=30955
ni wen 	你問	c=0 d=1.46682e-08 t=30955
ni wen wen 	你問問	c=2 d=4.97094e-13 t=30955
ni wen xia 	你問下	c=1 d=1.47417e-07 t=30955
ni xian 	你先	c=1 d=1.04187e-12 t=30955
ni xian zai 	你現在	c=1 d=0.000147011 t=30955
ni xu yao 	你需要	c=1 d=1.78355e-13 t=30955
ni yao 	你要	c=3 d=3.72889e-12 t=30955
ni ye 	你也	c=1 d=7.7397e-16 t=30955
ni yi jing 	你已經	c=1 d=5.71794e-13 t=30955
ni yong 	你用	c=2 d=1.93578e-07 t=30955
ni zai 	你在	c=1 d=1.23431e-06 t=30955
ni zen me 	你怎麼	c=1 d=2.25059e-14 t=30955
ni zi ji 	你自己	c=2 d=4.36198e-05 t=30955
nian 	年	c=11 d=0.00625109 t=30955
nian fen 	年份	c=3 d=2.31138e-13 t=30955
nian yue 	年月	c=3 d=6.55333e-12 t=30955
nian yue ri 	年月日	c=5 d=2.31517e-11 t=30955
nin 	您	c=0 d=1.31787e-13 t=30955
nin hao 	您好	c=1 d=1.20154e-13 t=30955
nin men 	您們	c=1 d=6.41479e-13 t=30955
nin shuo ne 	您說呢	c=1 d=1.32448e-12 t=30955
niu zai ku 	牛仔褲	c=2 d=6.72848e-12 t=30955
nong 	弄	c=3 d=2.4001e-06 t=30955
nong 	農	c=1 d=2.30756e-14 t=30955
nong hang 	農行	c=5 d=5.61658e-13 t=30955
nong hang ka 	農行卡	c=1 d=1.05507e-13 t=30955
nong li 	農曆	c=7 d=2.97352e-13 t=30955
nong ye yin hang 	農業銀行	c=1 d=3.13593e-05 t=30955
nu li 	努力	c=1 d=7.34196e-13 t=30955
nu li 	奴隸	c=2 d=0.0117755 t=30955
nuo nuo 	諾諾	c=1 d=4.9223e-15 t=30955
nv 	女	c=2 d=1.33984e-13 t=30955
nv hai 	女孩	c=0 d=6.49605e-15 t=30955
nv peng you 	女朋友	c=1 d=6.35206e-15 t=30955
nv shi 	女士	c=1 d=1.70067e-13 t=30955
nv shi de 	女士的	c=1 d=1.70919e-12 t=30955
nv wu 	女巫	c=1 d=0.000448321 t=30955
nv xing 	女性	c=1 d=6.36741e-14 t=30955
o 	噢	c=13 d=3.72882e-06 t=30955
pa 	怕	c=2 d=5.5003e-15 t=30955
pa 	爬	c=1 d=1.57398e-13 t=30955
pai 	派	c=1 d=2.06684e-12 t=30955
pai 	牌	c=1 d=3.52051e-13 t=30955
pai ban 	排版	c=3 d=3.45915e-12 t=30955
pai cheng 	排成	c=1 d=1.73951e-13 t=30955
pai ta 	排他	c=1 d=8.89036e-29 t=30955
pai xu 	排序	c=17 d=4.12985e-12 t=30955
pan 	盤	c=12 d=1.77034 t=30955
pan ding 	判定	c=11 d=3.54071e-12 t=30955
pan duan 	判斷	c=27 d=0.00494919 t=30955
pan duo la 	潘多拉	c=1 d=8.78394e-05 t=30955
pan long qu 	盤龍區	c=2 d=8.26288e-14 t=30955
pao bu 	跑步	c=0 d=4.80649e-30 t=30955
pao bu qi lai 	跑步起來	c=1 d=4.83057e-29 t=30955
pao chu 	拋出	c=1 d=1.8155e-16 t=30955
pao guo qu 	跑過去	c=1 d=1.9321e-13 t=30955
pao tui 	跑腿	c=1 d=2.17843e-13 t=30955
pei 	配	c=0 d=9.86117e-14 t=30955
pei hao 	陪好	c=1 d=9.86117e-13 t=30955
pei hao le 	配好了	c=1 d=9.91061e-13 t=30955
pei he 	配合	c=2 d=2.23784e-06 t=30955
pei se 	配色	c=4 d=5.9125e-12 t=30955
pei zhi 	配置	c=58 d=0.951229 t=30955
pei zhi gong ju 	配置工具	c=1 d=0.318224 t=30955
pei zhi wen jian 	配置文件	c=18 d=0.927743 t=30955
peng you 	朋友	c=1 d=3.80452e-14 t=30955
pi 	屁	c=1 d=0.442639 t=30955
pi 	批	c=1 d=4.57534e-08 t=30955
pi chu li 	批處理	c=4 d=3.23418e-15 t=30955
pi liang 	批量	c=6 d=2.01495 t=30955
pi pei 	匹配	c=26 d=0.42286 t=30955
pi zhi 	皮脂	c=1 d=3.92987e-13 t=30955
pian 	偏	c=1 d=0.028297 t=30955
pian li 	偏離	c=0 d=3.11435e-13 t=30955
pian zhi 	偏置	c=3 d=0.198055 t=30955
piao 	票	c=2 d=5.99658e-14 t=30955
piao 	飄	c=3 d=2.64425e-12 t=30955
pin 	品	c=2 d=2.07167e-09 t=30955
pin fan 	品番	c=33 d=0.00197406 t=30955
pin fan hao 	品番號	c=2 d=1.96604e-12 t=30955
pin hao 	品號	c=6 d=1.95623e-12 t=30955
pin jie 	拼接	c=1 d=7.73835e-14 t=30955
pin ming 	品名	c=2 d=7.40956e-22 t=30955
pin pai 	品牌	c=4 d=2.96731e-12 t=30955
pin pai hao 	品牌號	c=2 d=1.50083e-12 t=30955
pin xie 	拼寫	c=1 d=2.55025e-14 t=30955
pin yin 	拼音	c=1 d=2.60132e-12 t=30955
ping 	萍	c=1 d=3.19428e-16 t=30955
ping bi 	屏蔽	c=1 d=2.01581e-12 t=30955
ping fang 	平方	c=2 d=2.86846e-15 t=30955
ping guo 	蘋果	c=3 d=9.42728e-13 t=30955
ping jun 	平均	c=1 d=1.70478e-11 t=30955
ping mu 	屏幕	c=1 d=6.49605e-14 t=30955
ping tai 	平臺	c=1 d=2.28343e-08 t=30955
ping zi 	瓶子	c=1 d=2.05977e-13 t=30955
po jie 	破解	c=3 d=8.45403e-13 t=30955
po mo 	潑墨	c=1 d=2.51186e-12 t=30955
pu 	浦	c=1 d=1.06567e-13 t=30955
pu dong 	浦東	c=1 d=3.82295e-12 t=30955
pu shi 	樸實	c=1 d=1.66756e-16 t=30955
pu tong 	普通	c=3 d=2.77527e-12 t=30955
qi 	七	c=1 d=2.97782e-14 t=30955
qi 	企	c=0 d=2.89375e-31 t=30955
qi 	其	c=4 d=6.60947e-13 t=30955
qi 	器	c=14 d=4.70171e-05 t=30955
qi 	期	c=11 d=6.47688e-12 t=30955
qi 	騎	c=1 d=1.70096e-14 t=30955
qi cha cha 	企查查	c=1 d=2.90825e-30 t=30955
qi dong 	啓動	c=25 d=0.000108922 t=30955
qi dong pan 	啓動盤	c=3 d=0.891366 t=30955
qi dong qi 	起動器	c=1 d=1.72637e-12 t=30955
qi dong xiang 	啓動項	c=1 d=9.66758e-15 t=30955
qi lai 	起來	c=2 d=1.06036e-13 t=30955
qi miao 	奇妙	c=2 d=4.11075e-13 t=30955
qi nian 	七年	c=1 d=3.11488e-14 t=30955
qi niu 	七牛	c=1 d=4.19451e-15 t=30955
qi ri 	七日	c=1 d=2.87932e-30 t=30955
qi shang 	騎上	c=1 d=1.75276e-14 t=30955
qi shi 	其實	c=2 d=1.07638e-13 t=30955
qi shi 	氣勢	c=1 d=1.8105e-13 t=30955
qi shi 	起始	c=2 d=3.69763e-11 t=30955
qi ta 	其他	c=31 d=0.0013337 t=30955
qi ta hang 	其他行	c=1 d=4.66128e-21 t=30955
qi ta le xing 	其他了性	c=1 d=1.73473e-10 t=30955
qi ta ren 	其他人	c=1 d=6.38279e-13 t=30955
qi tian 	七天	c=3 d=1.19482e-11 t=30955
qi wang 	期望	c=3 d=0.0502874 t=30955
qi wen 	氣溫	c=1 d=0.000225994 t=30955
qi ye 	企業	c=4 d=3.10789e-12 t=30955
qi yong 	啓用	c=6 d=9.59452e-14 t=30955
qi yong 	棄用	c=2 d=5.50795e-14 t=30955
qi zhong 	其中	c=5 d=8.74793e-13 t=30955
qian 	前	c=21 d=0.000220948 t=30955
qian 	千	c=1 d=1.59364e-12 t=30955
qian 	欠	c=1 d=5.49092e-07 t=30955
qian 	錢	c=2 d=0.00546167 t=30955
qian bao 	錢包	c=1 d=9.26451e-14 t=30955
qian duan 	前端	c=5 d=4.88497e-12 t=30955
qian hou 	前後	c=1 d=1.45841e-12 t=30955
qian hou duan 	前後端	c=2 d=4.45651e-12 t=30955
qian hui 	前回	c=2 d=4.93516e-05 t=30955
qian ji tian 	前幾天	c=2 d=7.12496e-13 t=30955
qian san 	前三	c=0 d=2.05262e-20 t=30955
qian san wei 	前三位	c=2 d=2.25641e-15 t=30955
qian shi 	前世	c=1 d=4.66469e-13 t=30955
qian shi jin sheng 	前世今生	c=1 d=6.6444e-15 t=30955
qian tai 	前臺	c=1 d=6.87991e-13 t=30955
qian tao 	嵌套	c=2 d=2.57468e-12 t=30955
qian xiang he fan xiang chuan bo 	前向和反向傳播	c=1 d=0.00222055 t=30955
qian yi 	遷移	c=2 d=1.67131e-13 t=30955
qiang 	強	c=1 d=2.05583e-08 t=30955
qiang 	牆	c=2 d=6.76216e-14 t=30955
qiang hua 	強化	c=1 d=0.551563 t=30955
qiang zhi 	強制	c=1 d=2.4796e-07 t=30955
qiao 	敲	c=0 d=1.24134e-15 t=30955
qiao dai ma 	敲代碼	c=1 d=1.24756e-14 t=30955
qie 	且	c=9 d=0.000131776 t=30955
qie ge 	切割	c=1 d=1.11472e-13 t=30955
qie huan 	切換	c=6 d=3.28388e-13 t=30955
qie pian 	切片	c=1 d=4.84983e-17 t=30955
qing 	清	c=1 d=2.08293e-15 t=30955
qing 	請	c=29 d=0.0805581 t=30955
qing chu 	清楚	c=1 d=1.15742e-14 t=30955
qing dan 	清單	c=3 d=2.64589e-12 t=30955
qing hua 	清華	c=3 d=1.69295e-12 t=30955
qing huan cun 	清緩存	c=1 d=2.09986e-22 t=30955
qing jia 	請假	c=5 d=3.29622e-13 t=30955
qing jia dan 	請假單	c=1 d=3.39942e-13 t=30955
qing jian cha 	請檢查	c=1 d=0.737123 t=30955
qing jiang 	請將	c=1 d=4.83898e-20 t=30955
qing jiao 	請教	c=1 d=5.27922e-15 t=30955
qing kong 	清空	c=8 d=7.0633e-06 t=30955
qing kuang 	情況	c=7 d=1.90539e-12 t=30955
qing li 	清理	c=7 d=1.6097e-12 t=30955
qing liang ji 	輕量級	c=1 d=9.35285e-08 t=30955
qing qing 	輕輕	c=1 d=4.34317e-13 t=30955
qing qiu 	請求	c=47 d=0.000116832 t=30955
qing shi yong 	請使用	c=1 d=1.12321e-14 t=30955
qing shu ru 	請輸入	c=1 d=7.54733e-14 t=30955
qing shuang 	清爽	c=1 d=1.90794e-12 t=30955
qing song 	輕鬆	c=2 d=1.34085e-12 t=30955
qing wen 	請問	c=2 d=2.70251e-12 t=30955
qing xian 	請先	c=3 d=2.04134e-13 t=30955
qing xie 	傾斜	c=1 d=2.46211e-12 t=30955
qing xuan ze 	請選擇	c=5 d=4.41722e-06 t=30955
qing yi xia 	清一下	c=1 d=2.11039e-22 t=30955
qiong 	瓊	c=1 d=3.52902e-12 t=30955
qiu 	求	c=1 d=5.6894e-13 t=30955
qiu 	秋	c=2 d=2.7347e-12 t=30955
qiu chu 	求出	c=1 d=1.8981e-10 t=30955
qiu dao 	求導	c=4 d=2.00873 t=30955
qiu he 	求和	c=1 d=8.78992e-13 t=30955
qiu zhi bu de 	求之不得	c=1 d=2.78369e-15 t=30955
qu 	區	c=1 d=4.38908e-19 t=30955
qu 	去	c=25 d=0.00976715 t=30955
qu 	取	c=24 d=0.509207 t=30955
qu bie 	區別	c=3 d=2.0463e-12 t=30955
qu chong 	去重	c=1 d=5.47674e-06 t=30955
qu chu 	去除	c=9 d=1.50608e-10 t=30955
qu chu 	取出	c=21 d=0.00607327 t=30955
qu diao 	去掉	c=2 d=2.6247e-13 t=30955
qu dong 	驅動	c=5 d=3.56373e-12 t=30955
qu fen 	區分	c=11 d=0.000912904 t=30955
qu na 	去哪	c=0 d=3.29896e-14 t=30955
qu na chi 	去哪吃	c=1 d=3.31549e-13 t=30955
qu na er 	去哪兒	c=1 d=5.87786e-14 t=30955
qu se qi 	取色器	c=1 d=3.55468e-09 t=30955
qu shu ju 	取數據	c=1 d=3.53816e-13 t=30955
qu xian 	曲線	c=1 d=0.140156 t=30955
qu xiao 	取消	c=24 d=1.50225 t=30955
qu yi yuan 	去醫院	c=2 d=6.01726e-13 t=30955
qu zheng 	取整	c=2 d=2.58764e-09 t=30955
qu zhi 	取值	c=3 d=1.55055e-13 t=30955
qu zhi xing 	取執行	c=1 d=1.20695e-07 t=30955
qu zi 	取自	c=1 d=3.07855e-23 t=30955
quan 	全	c=2 d=4.32303e-13 t=30955
quan 	圈	c=1 d=3.8236e-14 t=30955
quan 	權	c=3 d=2.29843e-13 t=30955
quan bu 	全部	c=18 d=0.000177921 t=30955
quan bu nei rong 	全部內容	c=1 d=1.10078e-12 t=30955
quan ji 	全集	c=1 d=1.14867e-13 t=30955
quan jiao 	全角	c=1 d=7.91378e-13 t=30955
quan ju 	全局	c=3 d=9.28059e-05 t=30955
quan lu jing 	全路徑	c=9 d=0.00197932 t=30955
quan qiu 	全球	c=1 d=9.6659e-13 t=30955
quan shi 	全是	c=1 d=9.9603e-13 t=30955
quan shu 	全書	c=1 d=3.4681e-13 t=30955
quan xian 	權限	c=37 d=1.30509e-11 t=30955
quan xie 	全寫	c=1 d=9.86286e-15 t=30955
quan xin 	全新	c=1 d=2.82528e-13 t=30955
quan xuan 	全選	c=4 d=5.92389e-12 t=30955
quan zhong 	權重	c=4 d=0.216073 t=30955
quan zi dong 	全自動	c=1 d=5.92259e-15 t=30955
que 	卻	c=1 d=5.57673e-13 t=30955
que bao 	確保	c=2 d=0.0485578 t=30955
que ding 	確定	c=8 d=1.43389e-05 t=30955
que qian 	缺錢	c=1 d=1.14887e-15 t=30955
que ren 	確認	c=46 d=1.26273 t=30955
que ren 	缺人	c=1 d=0.00923273 t=30955
que shao 	缺少	c=2 d=4.07701e-13 t=30955
que shi 	缺失	c=2 d=4.03991e-12 t=30955
ran 	然	c=1 d=2.51143e-10 t=30955
ran hou 	然後	c=14 d=1.06268e-08 t=30955
rang 	讓	c=7 d=1.51153e-07 t=30955
rang wo 	讓我	c=1 d=1.71805e-14 t=30955
rang wo men 	讓我們	c=1 d=4.54307e-13 t=30955
rao guo 	繞過	c=2 d=1.12107e-13 t=30955
re 	熱	c=4 d=3.06059e-14 t=30955
re ai 	熱愛	c=1 d=9.1502e-15 t=30955
re ai er 	熱愛而	c=1 d=3.57859e-29 t=30955
re bu shu 	熱部署	c=1 d=3.07593e-13 t=30955
ren 	人	c=20 d=0.0155843 t=30955
ren cai 	人才	c=2 d=0.0164597 t=30955
ren gong 	人工	c=2 d=0.00059826 t=30955
ren gong fei 	人工費	c=1 d=4.0154e-31 t=30955
ren gong zhi neng 	人工智能	c=2 d=0.00110902 t=30955
ren he 	仁和	c=1 d=2.65252e-06 t=30955
ren ji 	仁濟	c=1 d=7.9974e-19 t=30955
ren jian fei 	人件費	c=6 d=1.1473e-11 t=30955
ren kou 	人口	c=2 d=0.454608 t=30955
ren lei 	人類	c=2 d=1.72682e-12 t=30955
ren li 	人力	c=0 d=9.80532e-06 t=30955
ren li wo 	人力窩	c=1 d=9.85447e-05 t=30955
ren men 	人們	c=1 d=2.10351e-13 t=30955
ren min 	人民	c=1 d=1.34798e-13 t=30955
ren ren 	人人	c=2 d=4.92121e-13 t=30955
ren shi 	人事	c=3 d=8.56152e-13 t=30955
ren shi dao 	認識到	c=1 d=1.72667e-14 t=30955
ren wu 	任務	c=7 d=1.98494e-11 t=30955
ren yi 	任意	c=2 d=5.46539e-11 t=30955
ren yuan 	人員	c=2 d=8.25106e-20 t=30955
ren zheng 	認證	c=3 d=1.70502e-05 t=30955
reng 	扔	c=1 d=5.10997e-14 t=30955
ri 	日	c=6 d=6.44564e-13 t=30955
ri bao 	日報	c=5 d=1.33017 t=30955
ri ben 	日本	c=4 d=4.17463e-05 t=30955
ri ju 	日劇	c=1 d=5.87685e-12 t=30955
ri li 	日曆	c=27 d=1.00375e-12 t=30955
ri qi 	日期	c=56 d=6.69077e-12 t=30955
ri zhi 	日誌	c=41 d=2.27869e-05 t=30955
rong 	榮	c=1 d=3.44189e-12 t=30955
rong hui guan tong 	融會貫通	c=1 d=3.59163e-13 t=30955
rong liang 	容量	c=1 d=9.27556e-28 t=30955
rong qi 	容器	c=1 d=2.02591e-12 t=30955
rong ren 	容忍	c=2 d=1.18016 t=30955
ru 	乳	c=1 d=0.918512 t=30955
ru 	入	c=17 d=4.89524e-09 t=30955
ru 	如	c=6 d=1.05064e-11 t=30955
ru ci 	如此	c=2 d=2.16092e-13 t=30955
ru guo 	如果	c=134 d=0.537607 t=30955
ru he 	如何	c=16 d=6.97643e-08 t=30955
ru keng 	如坑	c=1 d=7.0553e-15 t=30955
ru kou 	入口	c=3 d=3.03746e-12 t=30955
ru ku 	入庫	c=17 d=8.74955e-08 t=30955
ru men 	入門	c=4 d=7.52782e-13 t=30955
ru shu 	如數	c=1 d=8.91339e-30 t=30955
ru tu 	如圖	c=6 d=2.66728e-12 t=30955
ru xia 	如下	c=8 d=2.57941e-12 t=30955
ruan 	阮	c=2 d=6.21503e-10 t=30955
ruan jian 	軟件	c=17 d=0.00740653 t=30955
ruan jian bao 	軟件包	c=1 d=6.36415e-08 t=30955
ruan jian ming 	軟件名	c=1 d=2.47446e-12 t=30955
ruan yi feng 	阮一峯	c=2 d=0.00433948 t=30955
ruo 	若	c=2 d=3.48801e-13 t=30955
sa 	撒	c=1 d=2.27321e-14 t=30955
sa mo 	薩摩	c=1 d=1.46577e-28 t=30955
san 	三	c=1 d=8.37264e-29 t=30955
san bo 	散播	c=1 d=1.38568e-14 t=30955
san ci 	三次	c=1 d=2.70795e-14 t=30955
san ge 	三個	c=2 d=3.73445e-10 t=30955
san ge yue 	三個月	c=1 d=1.43182e-17 t=30955
san nian 	三年	c=1 d=3.97004e-15 t=30955
san se 	三色	c=1 d=0.484325 t=30955
san si 	三四	c=1 d=0.000705167 t=30955
san si ge 	三四個	c=1 d=3.18386e-07 t=30955
san si shi sui 	三四十歲	c=1 d=0.00708341 t=30955
san xing 	三星	c=6 d=4.066e-12 t=30955
sang zi 	嗓子	c=1 d=2.33639e-13 t=30955
sao 	掃	c=1 d=5.12233e-13 t=30955
sao miao 	掃描	c=3 d=5.32172e-13 t=30955
