# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	30955
#@/user_id	win7
a 	啊	c=27 d=3.3874 t=29248
mo er si 	摩爾斯	c=1 d=0.0129068 t=25716
mo er si 	莫爾斯	c=1 d=0.0127784 t=25716
mo hu 	模糊	c=2 d=0.00559994 t=25716
mo hu pi pei 	模糊匹配	c=1 d=0.0558548 t=25716
mo hua 	磨花	c=1 d=0.400517 t=25716
mo kuai 	模塊	c=41 d=9.07134 t=25716
mo li 	磨礪	c=1 d=0.00489275 t=25716
mo li hua 	茉莉花	c=2 d=1.99501 t=30941
mo ni 	模擬	c=3 d=0.379209 t=25716
mo ren 	默認	c=28 d=1.00002 t=29255
mo shi 	模式	c=5 d=1.00102 t=29126
mo tuo 	摩托	c=1 d=0.00419023 t=25716
mo wei 	末尾	c=1 d=0.000596161 t=25716
mo xing 	模型	c=8 d=1.9986 t=30574
mou 	某	c=1 d=8.01128e-010 t=25716
mou tian 	謀天	c=1 d=0.460704 t=25716
mou xie 	某些	c=1 d=1 t=29141
mou yi 	某一	c=1 d=0.00532682 t=25716
mu 	沐	c=1 d=0.162026 t=25716
mu ban 	模板	c=4 d=0.421331 t=25716
mu ban 	母板	c=1 d=1 t=27066
mu biao 	目標	c=50 d=5.22691 t=29020
mu biao ji zhun lv 	目標基準率	c=1 d=2.87344e-006 t=25716
mu di di 	目的地	c=1 d=1 t=29847
mu ke 	幕客	c=2 d=1.98012 t=25716
mu ke wang 	慕課網	c=5 d=0.0469235 t=25716
mu lu 	目錄	c=22 d=1.99005 t=29601
mu lu shu 	目錄樹	c=1 d=1 t=25214
mu qian 	目前	c=1 d=0.0222592 t=25716
na 	哪	c=2 d=0.752014 t=25716
na 	那	c=21 d=0.42204 t=28372
na bian 	那邊	c=2 d=0.00141702 t=25716
na cai jiao 	那才叫	c=1 d=0.090718 t=25716
na de 	那得	c=1 d=0.00212284 t=25716
na ge 	哪個	c=11 d=2.14367 t=28012
na ge 	那個	c=9 d=2.1374 t=28220
na ge lei 	那個類	c=1 d=0.0225956 t=25716
na ge shi hou 	那個時候	c=1 d=0.0526021 t=25716
na gong zi 	那工資	c=1 d=0.201897 t=25716
na hao 	那好	c=1 d=0.0858632 t=25716
na jia 	那家	c=1 d=3.73757e-011 t=25716
na jin tian 	那今天	c=1 d=1 t=28373
na jiu 	那就	c=9 d=1.82283 t=28045
na ke yi 	那可以	c=1 d=0.00101284 t=25716
na li 	哪裏	c=11 d=0.850493 t=25716
na li 	那裏	c=3 d=1.56553 t=27932
na me 	那麼	c=8 d=1.00033 t=27213
na me da 	那麼大	c=1 d=0.0495388 t=25716
na mi 	納米	c=2 d=1.78125e-019 t=25716
na miao 	納秒	c=1 d=0.414783 t=25716
na ni 	哪你	c=1 d=0.169483 t=25716
na ni 	那你	c=3 d=1.08291 t=28311
na qi 	納期	c=1 d=0.173774 t=25716
na shi 	那是	c=2 d=0.00524752 t=25716
na shi hou 	那時候	c=1 d=0.0395575 t=25716
na tian 	哪天	c=1 d=0.00121866 t=25716
na tian 	那天	c=1 d=0.107528 t=25716
na tiao 	那條	c=1 d=0.088692 t=25716
na wo 	那我	c=10 d=1.48675 t=28239
na wo men 	那我們	c=1 d=0.0113902 t=25716
na xie 	哪些	c=8 d=1 t=28129
na xie 	那些	c=3 d=1 t=29964
na yao 	那要	c=1 d=4.25573e-009 t=25716
na ye shi 	那也是	c=1 d=1 t=30026
na yi ge 	哪一個	c=1 d=1.28779e-005 t=25716
na yi lan 	那一欄	c=1 d=0.00121259 t=25716
na yi lie 	那一列	c=2 d=0.0062249 t=25716
na ying gai 	那應該	c=1 d=1 t=28028
na zhang 	那張	c=0 d=0.00136366 t=25716
na zhang biao 	那張表	c=1 d=0.0137049 t=25716
na zhong 	那種	c=1 d=0.0042963 t=25716
na zhong gan jue 	那種感覺	c=1 d=0.00467746 t=25716
nai ba 	奶爸	c=1 d=5.34698e-018 t=25716
nai lao 	奶酪	c=2 d=1 t=27426
nai xin 	耐心	c=1 d=0.0163259 t=25716
nan 	南	c=1 d=7.77187e-006 t=25716
nan 	男	c=1 d=0.0152222 t=25716
nan hai 	男孩	c=0 d=0.00154523 t=25716
nan hai nv hai 	男孩女孩	c=1 d=0.0155297 t=25716
nan jing 	南京	c=2 d=0.271178 t=25716
nan ren 	男人	c=1 d=0.0449748 t=25716
nan ren tuan 	男人團	c=1 d=0.360595 t=25716
nan shi 	男士	c=1 d=0.410656 t=25716
nan xing 	男性	c=2 d=0.0315607 t=25716
nang zhong xiu se 	囊中羞澀	c=1 d=0.000450569 t=25716
nao dai 	腦袋	c=0 d=0.00862936 t=25716
nao dai li 	腦袋裏	c=1 d=0.0867261 t=25716
ne 	呢	c=20 d=0.956415 t=29250
ne bu 	呢不	c=1 d=1.21887e-006 t=25716
ne bu bao jia 	呢不報價	c=3 d=0.429557 t=25716
ne re 	呢熱	c=1 d=9.59288e-012 t=25716
nei 	內	c=3 d=1.98994 t=26510
nei bu 	內部	c=185 d=1.12677 t=30429
nei bu bao jia 	內部報價	c=90 d=1.33138 t=30772
nei bu lei 	內部類	c=1 d=4.49635e-009 t=25716
nei bu que ren 	內部確認	c=1 d=1 t=30370
nei cun 	內存	c=4 d=0.441306 t=25716
nei cun tiao 	內存條	c=1 d=0.000713734 t=25716
nei mu 	內幕	c=1 d=0.00138093 t=25716
nei rong 	內容	c=99 d=1.1792 t=29331
neng 	能	c=9 d=1.00002 t=29944
neng bei 	能被	c=1 d=0.00431784 t=25716
neng de dao 	能得到	c=1 d=0.425283 t=25716
neng gou 	能夠	c=2 d=0.188247 t=25716
neng li 	能力	c=1 d=0.000678925 t=25716
neng nai 	能耐	c=1 d=0.0497871 t=25716
neng yong 	能用	c=1 d=8.0487e-006 t=25716
neng zhao dao 	能找到	c=1 d=1 t=25586
ni 	你	c=42 d=1.0434 t=30005
ni 	尼	c=2 d=0.0852428 t=25716
ni bu 	你不	c=0 d=0.0250324 t=25716
ni bu shi shuo 	你不是說	c=1 d=1.27849e-008 t=25716
ni bu shi yong 	你不使用	c=1 d=0.251579 t=25716
ni bu zhi dao 	你不知道	c=2 d=2.55511e-007 t=25716
ni cai 	你才	c=1 d=0.0113334 t=25716
ni cheng 	昵稱	c=1 d=0.0246002 t=25716
ni chi 	你吃	c=1 d=3.64529e-011 t=25716
ni chong qi xia 	你重啓下	c=1 d=0.0695994 t=25716
ni chong xin 	你重新	c=1 d=1 t=27823
ni de 	你的	c=7 d=1.08511 t=29991
ni de shi hou 	你的時候	c=1 d=1 t=29992
ni gai de 	你改的	c=1 d=1 t=28025
ni gen 	你跟	c=2 d=1 t=28109
ni geng xin 	你更新	c=2 d=0.319819 t=25716
ni hao 	你好	c=7 d=1.06891 t=29484
ni hao xiang 	你好像	c=1 d=0.0017643 t=25716
ni jian cha 	你檢查	c=1 d=0.0152985 t=25716
ni jin tian 	尼今天	c=1 d=0.0702988 t=25716
ni jiu 	你就	c=0 d=0.1 t=29989
ni jiu shi 	你就是	c=2 d=1.98511 t=29993
ni kan 	你看	c=2 d=0.909382 t=25716
ni kan kan 	你看看	c=4 d=1.97045 t=28225
ni kan xia 	你看下	c=1 d=0.0417941 t=25716
ni ke yi 	你可以	c=1 d=0.162838 t=25716
ni lian 	你連	c=1 d=1 t=27832
ni men 	你們	c=10 d=1.00154 t=29173
ni ming 	匿名	c=1 d=0.276651 t=25716
ni qu 	你去	c=1 d=1.8325e-008 t=25716
ni shi 	你是	c=3 d=0.0443785 t=25716
ni shi bu shi 	你是不是	c=1 d=4.94529e-011 t=25716
ni shi shi 	你試試	c=2 d=0.214381 t=25716
ni shi yao 	你是要	c=1 d=2.55555e-009 t=25716
ni shuo 	你說	c=8 d=1.97356 t=25716
ni shuo de 	你說的	c=1 d=0.33454 t=25716
ni shuo ne 	你說呢	c=3 d=1 t=28890
ni ti dao 	你提到	c=1 d=0.763379 t=25716
ni wei shen me 	你爲什麼	c=1 d=1 t=24535
ni wen 	你問	c=0 d=0.1 t=27808
ni wen wen 	你問問	c=2 d=0.118245 t=25716
ni wen xia 	你問下	c=1 d=1 t=27809
ni xian 	你先	c=1 d=0.247833 t=25716
ni xian zai 	你現在	c=1 d=1 t=29190
ni xu yao 	你需要	c=1 d=0.0424257 t=25716
ni yao 	你要	c=3 d=0.887 t=25716
ni ye 	你也	c=1 d=0.000184106 t=25716
ni yi jing 	你已經	c=1 d=0.136014 t=25716
ni yong 	你用	c=2 d=0.1 t=28324
ni zai 	你在	c=1 d=1 t=28234
ni zen me 	你怎麼	c=1 d=0.00535353 t=25716
ni zi ji 	你自己	c=2 d=1 t=28947
nian 	年	c=11 d=1 t=29940
nian fen 	年份	c=3 d=0.0549813 t=25716
nian yue 	年月	c=3 d=0.138616 t=26200
nian yue ri 	年月日	c=5 d=2.8894 t=25845
nin 	您	c=0 d=0.0313486 t=25716
nin hao 	您好	c=1 d=0.0285814 t=25716
nin men 	您們	c=1 d=0.15259 t=25716
nin shuo ne 	您說呢	c=1 d=0.315058 t=25716
niu zai ku 	牛仔褲	c=2 d=1.60052 t=25716
nong 	弄	c=3 d=1 t=28367
nong 	農	c=1 d=0.00548905 t=25716
nong hang 	農行	c=5 d=0.133603 t=25716
nong hang ka 	農行卡	c=1 d=0.0250972 t=25716
nong li 	農曆	c=7 d=0.0707319 t=25716
nong ye yin hang 	農業銀行	c=1 d=1 t=28881
nu li 	努力	c=1 d=0.174645 t=25716
nu li 	奴隸	c=2 d=1.97045 t=29931
nuo nuo 	諾諾	c=1 d=0.00117088 t=25716
nv 	女	c=2 d=0.0318712 t=25716
nv hai 	女孩	c=0 d=0.00154523 t=25716
nv peng you 	女朋友	c=1 d=0.00151098 t=25716
nv shi 	女士	c=1 d=0.0404542 t=25716
nv shi de 	女士的	c=1 d=0.40657 t=25716
nv wu 	女巫	c=1 d=1 t=29413
nv xing 	女性	c=1 d=0.0151463 t=25716
o 	噢	c=13 d=2.06593 t=28310
pa 	怕	c=2 d=0.00130837 t=25716
pa 	爬	c=1 d=0.0374406 t=25716
pai 	派	c=1 d=0.491644 t=25716
pai 	牌	c=1 d=0.0837432 t=25716
pai ban 	排版	c=3 d=0.822835 t=25716
pai cheng 	排成	c=1 d=0.0413782 t=25716
pai ta 	排他	c=1 d=2.11477e-017 t=25716
pai xu 	排序	c=17 d=0.982378 t=25716
pan 	盤	c=12 d=1.99605 t=30931
pan ding 	判定	c=11 d=0.842236 t=25716
pan duan 	判斷	c=27 d=2.64182 t=29699
pan duo la 	潘多拉	c=1 d=1 t=29087
pan long qu 	盤龍區	c=2 d=0.0196551 t=25716
pao bu 	跑步	c=0 d=1.14333e-018 t=25716
pao bu qi lai 	跑步起來	c=1 d=1.14906e-017 t=25716
pao chu 	拋出	c=1 d=4.31857e-005 t=25716
pao guo qu 	跑過去	c=1 d=0.0459593 t=25716
pao tui 	跑腿	c=1 d=0.0518189 t=25716
pei 	配	c=0 d=0.023457 t=25716
pei hao 	陪好	c=1 d=0.23457 t=25716
pei hao le 	配好了	c=1 d=0.235746 t=25716
pei he 	配合	c=2 d=1 t=28353
pei se 	配色	c=4 d=1.40642 t=25716
pei zhi 	配置	c=58 d=0.100075 t=30725
pei zhi gong ju 	配置工具	c=1 d=1 t=30726
pei zhi wen jian 	配置文件	c=18 d=1.28116 t=25716
peng you 	朋友	c=1 d=0.00904991 t=25716
pi 	屁	c=1 d=1 t=30792
pi 	批	c=1 d=1 t=27575
pi chu li 	批處理	c=4 d=0.000769323 t=25716
pi liang 	批量	c=6 d=2.90256 t=30882
pi pei 	匹配	c=26 d=1.00933 t=30781
pi zhi 	皮脂	c=1 d=0.0934807 t=25716
pian 	偏	c=1 d=1 t=30242
pian li 	偏離	c=0 d=0.0740818 t=25716
pian zhi 	偏置	c=3 d=2.07672 t=30485
piao 	票	c=2 d=0.0142642 t=25716
piao 	飄	c=3 d=0.628995 t=25716
pin 	品	c=2 d=1.00009 t=26956
pin fan 	品番	c=33 d=1.00234 t=29709
pin fan hao 	品番號	c=2 d=0.467666 t=25716
pin hao 	品號	c=6 d=0.465334 t=25716
pin jie 	拼接	c=1 d=0.0184074 t=25716
pin ming 	品名	c=2 d=1.76253e-010 t=25716
pin pai 	品牌	c=4 d=0.70584 t=25716
pin pai hao 	品牌號	c=2 d=0.357007 t=25716
pin xie 	拼寫	c=1 d=0.00606634 t=25716
pin yin 	拼音	c=1 d=0.618783 t=25716
ping 	萍	c=1 d=7.59831e-005 t=25716
ping bi 	屏蔽	c=1 d=0.479505 t=25716
ping fang 	平方	c=2 d=0.000682328 t=25716
ping guo 	蘋果	c=3 d=0.224249 t=25716
ping jun 	平均	c=1 d=1 t=25996
ping mu 	屏幕	c=1 d=0.0154523 t=25716
ping tai 	平臺	c=1 d=1 t=27436
ping zi 	瓶子	c=1 d=0.0489963 t=25716
po jie 	破解	c=3 d=0.201098 t=25716
po mo 	潑墨	c=1 d=0.597501 t=25716
pu 	浦	c=1 d=0.0253494 t=25716
pu dong 	浦東	c=1 d=0.909373 t=25716
pu shi 	樸實	c=1 d=3.96666e-005 t=25716
pu tong 	普通	c=3 d=0.660159 t=25716
qi 	七	c=1 d=0.00708341 t=25716
qi 	企	c=0 d=6.88343e-020 t=25716
qi 	其	c=4 d=0.157221 t=25716
qi 	器	c=14 d=1 t=28962
qi 	期	c=11 d=1.54067 t=25716
qi 	騎	c=1 d=0.00404611 t=25716
qi cha cha 	企查查	c=1 d=6.91793e-019 t=25716
qi dong 	啓動	c=25 d=1.00012 t=29130
qi dong pan 	啓動盤	c=3 d=1 t=30932
qi dong qi 	起動器	c=1 d=0.410656 t=25716
qi dong xiang 	啓動項	c=1 d=0.00229965 t=25716
qi lai 	起來	c=2 d=0.025223 t=25716
qi miao 	奇妙	c=2 d=0.0977834 t=25716
qi nian 	七年	c=1 d=0.00740944 t=25716
qi niu 	七牛	c=1 d=0.000997758 t=25716
qi ri 	七日	c=1 d=6.8491e-019 t=25716
qi shang 	騎上	c=1 d=0.00416933 t=25716
qi shi 	其實	c=2 d=0.0256042 t=25716
qi shi 	氣勢	c=1 d=0.0430669 t=25716
qi shi 	起始	c=2 d=1.10435 t=26131
qi ta 	其他	c=31 d=1.0002 t=29631
qi ta hang 	其他行	c=1 d=1.10879e-009 t=25716
qi ta le xing 	其他了性	c=1 d=1 t=26460
qi ta ren 	其他人	c=1 d=0.151829 t=25716
qi tian 	七天	c=3 d=1.99283 t=25787
qi wang 	期望	c=3 d=1 t=30357
qi wen 	氣溫	c=1 d=1 t=29276
qi ye 	企業	c=4 d=0.739281 t=25716
qi yong 	啓用	c=6 d=0.0228227 t=25716
qi yong 	棄用	c=2 d=0.0131019 t=25716
qi zhong 	其中	c=5 d=0.208089 t=25716
qian 	前	c=21 d=0.1 t=29732
qian 	千	c=1 d=0.379083 t=25716
qian 	欠	c=1 d=1 t=28072
qian 	錢	c=2 d=1 t=29913
qian bao 	錢包	c=1 d=0.0220377 t=25716
qian duan 	前端	c=5 d=1.162 t=25716
qian hou 	前後	c=1 d=0.346915 t=25716
qian hou duan 	前後端	c=2 d=1.06008 t=25716
qian hui 	前回	c=2 d=1.95123 t=28838
qian ji tian 	前幾天	c=2 d=0.169483 t=25716
qian san 	前三	c=0 d=4.88261e-009 t=25716
qian san wei 	前三位	c=2 d=0.000536738 t=25716
qian shi 	前世	c=1 d=0.11096 t=25716
qian shi jin sheng 	前世今生	c=1 d=0.00158052 t=25716
qian tai 	前臺	c=1 d=0.163654 t=25716
qian tao 	嵌套	c=2 d=0.612444 t=25716
qian xiang he fan xiang chuan bo 	前向和反向傳播	c=1 d=1 t=29733
qian yi 	遷移	c=2 d=0.0397558 t=25716
qiang 	強	c=1 d=1 t=27415
qiang 	牆	c=2 d=0.0160853 t=25716
qiang hua 	強化	c=1 d=1 t=30836
qiang zhi 	強制	c=1 d=1 t=27913
qiao 	敲	c=0 d=0.00029528 t=25716
qiao dai ma 	敲代碼	c=1 d=0.00296761 t=25716
qie 	且	c=9 d=4.88219 t=28851
qie ge 	切割	c=1 d=0.0265162 t=25716
qie huan 	切換	c=6 d=0.0781145 t=25716
qie pian 	切片	c=1 d=1.15364e-005 t=25716
qing 	清	c=1 d=0.000495472 t=25716
qing 	請	c=29 d=0.109835 t=30893
qing chu 	清楚	c=1 d=0.00275318 t=25716
qing dan 	清單	c=3 d=0.629385 t=25716
qing hua 	清華	c=3 d=0.402705 t=25716
qing huan cun 	清緩存	c=1 d=4.99499e-011 t=25716
qing jia 	請假	c=5 d=0.078408 t=25716
qing jia dan 	請假單	c=1 d=0.0808629 t=25716
qing jian cha 	請檢查	c=1 d=1 t=30894
qing jiang 	請將	c=1 d=1.15106e-008 t=25716
qing jiao 	請教	c=1 d=0.00125578 t=25716
qing kong 	清空	c=8 d=1.76721 t=28469
qing kuang 	情況	c=7 d=0.453239 t=25716
qing li 	清理	c=7 d=0.382904 t=25716
qing liang ji 	輕量級	c=1 d=1 t=27718
qing qing 	輕輕	c=1 d=0.103312 t=25716
qing qiu 	請求	c=47 d=7.8871 t=28731
qing shi yong 	請使用	c=1 d=1 t=24531
qing shu ru 	請輸入	c=1 d=0.017953 t=25716
qing shuang 	清爽	c=1 d=0.453845 t=25716
qing song 	輕鬆	c=2 d=0.318952 t=25716
qing wen 	請問	c=2 d=0.642852 t=25716
qing xian 	請先	c=3 d=0.0485578 t=25716
qing xie 	傾斜	c=1 d=0.585669 t=25716
qing xuan ze 	請選擇	c=5 d=1 t=28489
qing yi xia 	清一下	c=1 d=5.02003e-011 t=25716
qiong 	瓊	c=1 d=0.839457 t=25716
qiu 	求	c=1 d=0.135335 t=25716
qiu 	秋	c=2 d=0.650509 t=25716
qiu chu 	求出	c=1 d=1 t=26478
qiu dao 	求導	c=4 d=2.00873 t=30955
qiu he 	求和	c=1 d=0.209088 t=25716
qiu zhi bu de 	求之不得	c=1 d=0.000662162 t=25716
qu 	區	c=1 d=1.04404e-007 t=25716
qu 	去	c=25 d=1.0901 t=30012
qu 	取	c=24 d=1.0001 t=30820
qu bie 	區別	c=3 d=0.486757 t=25716
qu chong 	去重	c=1 d=1 t=28532
qu chu 	去除	c=9 d=1.0087 t=26430
qu chu 	取出	c=21 d=1.44216 t=29861
qu diao 	去掉	c=2 d=0.0624343 t=25716
qu dong 	驅動	c=5 d=0.847712 t=25716
qu fen 	區分	c=11 d=2.08782 t=29408
qu na 	去哪	c=0 d=0.00784731 t=25716
qu na chi 	去哪吃	c=1 d=0.0788664 t=25716
qu na er 	去哪兒	c=1 d=0.0139818 t=25716
qu se qi 	取色器	c=1 d=1 t=27064
qu shu ju 	取數據	c=1 d=0.084163 t=25716
qu xian 	曲線	c=1 d=1 t=30562
qu xiao 	取消	c=24 d=2.98012 t=30818
qu yi yuan 	去醫院	c=2 d=0.143134 t=25716
qu zheng 	取整	c=2 d=1.34646 t=26941
qu zhi 	取值	c=3 d=0.0368832 t=25716
qu zhi xing 	取執行	c=1 d=1 t=27769
qu zi 	取自	c=1 d=7.32301e-012 t=25716
quan 	全	c=2 d=0.102833 t=25716
quan 	圈	c=1 d=0.00909528 t=25716
quan 	權	c=3 d=2.98506 t=24916
quan bu 	全部	c=18 d=1.00083 t=29228
quan bu nei rong 	全部內容	c=1 d=0.261846 t=25716
quan ji 	全集	c=1 d=0.0273237 t=25716
quan jiao 	全角	c=1 d=0.188247 t=25716
quan ju 	全局	c=3 d=1 t=29098
quan lu jing 	全路徑	c=9 d=1 t=29710
quan qiu 	全球	c=1 d=0.229925 t=25716
quan shi 	全是	c=1 d=0.236928 t=25716
quan shu 	全書	c=1 d=0.0824965 t=25716
quan xian 	權限	c=37 d=3.10445 t=25716
quan xie 	全寫	c=1 d=1 t=24505
quan xin 	全新	c=1 d=0.0672055 t=25716
quan xuan 	全選	c=4 d=1.40913 t=25716
quan zhong 	權重	c=4 d=2.40575 t=30473
quan zi dong 	全自動	c=1 d=0.00140882 t=25716
que 	卻	c=1 d=0.132655 t=25716
que bao 	確保	c=2 d=1 t=30350
que ding 	確定	c=8 d=1.00247 t=28724
que qian 	缺錢	c=1 d=0.000273284 t=25716
que ren 	確認	c=46 d=2.64661 t=30807
que ren 	缺人	c=1 d=1 t=30018
que shao 	缺少	c=2 d=0.0969809 t=25716
que shi 	缺失	c=2 d=0.960982 t=25716
ran 	然	c=1 d=1 t=26534
ran hou 	然後	c=14 d=1.00011 t=27283
rang 	讓	c=7 d=1.00003 t=27814
rang wo 	讓我	c=1 d=0.00408677 t=25716
rang wo men 	讓我們	c=1 d=0.108067 t=25716
rao guo 	繞過	c=2 d=0.0266671 t=25716
re 	熱	c=4 d=0.00728029 t=25716
re ai 	熱愛	c=1 d=0.00217658 t=25716
re ai er 	熱愛而	c=1 d=8.51247e-018 t=25716
re bu shu 	熱部署	c=1 d=0.0731678 t=25716
ren 	人	c=20 d=1.59761 t=30029
ren cai 	人才	c=2 d=1.99005 t=29996
ren gong 	人工	c=2 d=1.08168 t=29455
ren gong fei 	人工費	c=1 d=9.55153e-020 t=25716
ren gong zhi neng 	人工智能	c=2 d=1.97531 t=29458
ren he 	仁和	c=1 d=1 t=28387
ren ji 	仁濟	c=1 d=1.90236e-007 t=25716
ren jian fei 	人件費	c=6 d=2.72911 t=25716
ren kou 	人口	c=2 d=1.01682 t=30794
ren lei 	人類	c=2 d=0.410763 t=25716
ren li 	人力	c=0 d=0.1 t=29109
ren li wo 	人力窩	c=1 d=1 t=29110
ren men 	人們	c=1 d=0.0500366 t=25716
ren min 	人民	c=1 d=0.0320647 t=25716
ren ren 	人人	c=2 d=0.117062 t=25716
ren shi 	人事	c=3 d=0.203655 t=25716
ren shi dao 	認識到	c=1 d=0.00410726 t=25716
ren wu 	任務	c=7 d=1.58749 t=25934
ren yi 	任意	c=2 d=1 t=26229
ren yuan 	人員	c=2 d=1.9627e-008 t=25716
ren zheng 	認證	c=3 d=1.99501 t=28621
reng 	扔	c=1 d=0.0121552 t=25716
ri 	日	c=6 d=0.153324 t=25716
ri bao 	日報	c=5 d=2.5736 t=30823
ri ben 	日本	c=4 d=1.44933 t=28864
ri ju 	日劇	c=1 d=1 t=25783
ri li 	日曆	c=27 d=0.238764 t=25716
ri qi 	日期	c=56 d=1.59155 t=25716
ri zhi 	日誌	c=41 d=5.84553 t=28464
rong 	榮	c=1 d=0.818731 t=25716
rong hui guan tong 	融會貫通	c=1 d=0.085435 t=25716
rong liang 	容量	c=1 d=2.2064e-016 t=25716
rong qi 	容器	c=1 d=0.481909 t=25716
rong ren 	容忍	c=2 d=1.99501 t=30850
ru 	乳	c=1 d=1 t=30938
ru 	入	c=17 d=2.95943 t=26911
ru 	如	c=6 d=1.07354 t=25885
ru ci 	如此	c=2 d=0.0514022 t=25716
ru guo 	如果	c=134 d=1.09897 t=30812
ru he 	如何	c=16 d=2.27472 t=27495
ru keng 	如坑	c=1 d=0.00167826 t=25716
ru kou 	入口	c=3 d=0.722527 t=25716
ru ku 	入庫	c=17 d=3.88966 t=27433
ru men 	入門	c=4 d=0.179066 t=25716
ru shu 	如數	c=1 d=2.12025e-018 t=25716
ru tu 	如圖	c=6 d=0.634473 t=25716
ru xia 	如下	c=8 d=0.613571 t=25716
ruan 	阮	c=2 d=1.00112 t=26715
ruan jian 	軟件	c=17 d=1.36972 t=29911
ruan jian bao 	軟件包	c=1 d=1 t=27641
ruan jian ming 	軟件名	c=1 d=0.588605 t=25716
ruan yi feng 	阮一峯	c=2 d=1 t=29867
ruo 	若	c=2 d=0.0829701 t=25716
sa 	撒	c=1 d=0.00540733 t=25716
sa mo 	薩摩	c=1 d=3.48667e-017 t=25716
san 	三	c=1 d=1.99162e-017 t=25716
san bo 	散播	c=1 d=0.00329615 t=25716
san ci 	三次	c=1 d=0.00644146 t=25716
san ge 	三個	c=2 d=1.00175 t=26613
san ge yue 	三個月	c=1 d=3.4059e-006 t=25716
san nian 	三年	c=1 d=0.000944363 t=25716
san se 	三色	c=1 d=1 t=30810
san si 	三四	c=1 d=0.100051 t=29964
san si ge 	三四個	c=1 d=1 t=27963
san si shi sui 	三四十歲	c=1 d=1 t=29965
san xing 	三星	c=6 d=0.967189 t=25716
sang zi 	嗓子	c=1 d=0.0555762 t=25716
sao 	掃	c=1 d=0.121846 t=25716
sao miao 	掃描	c=3 d=0.126589 t=25716
se 	色	c=4 d=0.0765911 t=25716
se diao 	色調	c=1 d=0.00144449 t=25716
sen lin 	森林	c=3 d=1.98512 t=27763
sha fa 	沙發	c=2 d=0.777369 t=25716
sha qi 	殺器	c=1 d=1 t=26773
sha shi hou 	啥時候	c=1 d=1.77834e-008 t=25716
sha si 	殺死	c=2 d=0.321541 t=25716
shai 	曬	c=1 d=0.109701 t=25716
shai xuan 	篩選	c=2 d=0.577025 t=25716
shan 	刪	c=1 d=0.582748 t=25716
shan 	山	c=1 d=1 t=29084
shan chu 	刪除	c=204 d=1.70317 t=29716
shan di 	閃迪	c=1 d=1 t=28120
shan diao 	刪掉	c=4 d=0.67067 t=25716
shan gai 	刪改	c=0 d=0.00765355 t=25716
shan le 	刪了	c=2 d=0.0341565 t=25716
shang 	上	c=38 d=1.99947 t=29071
shang 	商	c=12 d=0.854432 t=25716
shang ban 	上班	c=3 d=0.0256108 t=25716
shang bao 	上報	c=1 d=0.0319048 t=25716
shang ceng 	上層	c=2 d=1.38481 t=30458
shang chuan 	上傳	c=19 d=1.23808 t=25716
shang ci 	上次	c=7 d=1.00001 t=27753
shang de 	上的	c=2 d=0.0148464 t=25716
shang ge yue 	上個月	c=2 d=0.0756944 t=25716
shang hai 	上海	c=15 d=1.84811 t=29308
shang hui 	上回	c=2 d=1.77105 t=28834
shang ji 	上級	c=18 d=0.0862936 t=25716
shang ji shang pin 	上級商品	c=1 d=1.25621e-007 t=25716
shang lai 	上來	c=1 d=1 t=25014
shang pin 	商品	c=135 d=1 t=29442
shang qu 	上去	c=3 d=1 t=28243
shang shu 	上述	c=1 d=9.51553e-005 t=25716
shang wu 	上午	c=1 d=1 t=27540
shang xia 	上下	c=2 d=6.60598e-005 t=25716
shang ye 	商業	c=14 d=1 t=28569
shang yi 	上一	c=1 d=0.00336274 t=25716
shang yi ceng 	上一層	c=2 d=1.96079 t=30260
shang yi ci 	上一次	c=2 d=1.00018 t=26830
shang yi hang 	商一行	c=1 d=2.58703e-006 t=25716
shang yue 	上月	c=3 d=0.0104136 t=25716
shang zhong xia 	上中下	c=3 d=0.463325 t=25716
shang zhou 	上週	c=1 d=0.177284 t=25716
shao 	少	c=2 d=1 t=29824
shao deng 	稍等	c=1 d=0.215456 t=25716
shao hou 	稍後	c=2 d=0.373439 t=25716
shao shu pai 	少數派	c=1 d=1.96979e-005 t=25716
she 	設	c=2 d=0.00606719 t=25716
she bao 	社保	c=1 d=0.847894 t=25716
she bei 	設備	c=1 d=7.57869e-005 t=25716
she ji 	設計	c=31 d=1.00085 t=28452
she ji dao 	涉及到	c=1 d=0.0599047 t=25716
she ji mo shi 	設計模式	c=2 d=0.000646249 t=25716
she ji yu yan 	設計語言	c=1 d=0.0204453 t=25716
she me 	什麼	c=1 d=0.00134683 t=25716
she wei 	設爲	c=2 d=1.00823 t=25452
she you 	舍友	c=1 d=0.0343896 t=25716
she zhi 	設置	c=112 d=1.65121 t=29435
she zhi shi qu 	設置時區	c=1 d=0.0095616 t=25716
she zhi zhi 	設置值	c=1 d=0.429557 t=25716
shen 	深	c=5 d=0.00937236 t=25716
shen 	神	c=1 d=1 t=29470
shen ceng 	深層	c=2 d=1.97423 t=29740
shen ceng shen jing wang luo 	深層神經網絡	c=1 d=1 t=29741
shen du 	深度	c=3 d=0.100081 t=29043
shen du xue xi 	深度學習	c=3 d=1.60057 t=30946
