# Rime user dictionary
#@/db_name	luna_pinyin.userdb.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	24192
#@/user_id	win7
a 	啊	c=76 d=3.54831 t=24192
ou 	嘔	c=1 d=2.94308e-023 t=24192
ou 	歐	c=1 d=1.66841e-022 t=24192
ou er 	偶爾	c=2 d=7.25592e-018 t=24192
ou he 	耦合	c=1 d=4.87415e-017 t=24192
ou ke 	歐克	c=1 d=0.063609 t=24192
ou mei 	歐美	c=4 d=1.89314e-006 t=24192
ou shu 	偶數	c=2 d=5.28604e-022 t=24192
pa 	怕	c=2 d=0.00130837 t=24192
pa 	爬	c=2 d=0.0374406 t=24192
pa chong 	爬蟲	c=1 d=5.58738e-006 t=24192
pa sha 	怕啥	c=1 d=7.20271e-023 t=24192
pa wo 	趴窩	c=1 d=1.88863e-010 t=24192
pai 	拍	c=4 d=0.765745 t=24192
pai 	派	c=5 d=1.69682 t=24192
pai 	牌	c=1 d=0.0837432 t=24192
pai ban 	排版	c=3 d=0.822835 t=24192
pai bian 	排便	c=1 d=0.00637737 t=24192
pai cheng 	排成	c=1 d=0.0413782 t=24192
pai de 	拍的	c=4 d=0.853107 t=24192
pai dian 	拍點	c=1 d=0.453845 t=24192
pai dui 	排隊	c=2 d=5.84135e-021 t=24192
pai dui 	派對	c=3 d=9.76739e-010 t=24192
pai hao 	拍好	c=0 d=1.73172e-020 t=24192
pai hao 	排好	c=2 d=0.000554845 t=24192
pai hao le 	拍好了	c=1 d=1.7404e-019 t=24192
pai hao xu 	排好序	c=1 d=0.000338834 t=24192
pai le 	拍了	c=1 d=0.565525 t=24192
pai lie 	排列	c=3 d=1.60488e-013 t=24192
pai pai 	拍拍	c=1 d=0.348192 t=24192
pai qiu 	排球	c=1 d=4.61646e-025 t=24192
pai ta 	排他	c=1 d=2.11477e-017 t=24192
pai xu 	排序	c=60 d=0.982378 t=24192
pan 	盤	c=3 d=0.436049 t=24192
pan ding 	判定	c=11 d=0.842236 t=24192
pan duan 	判斷	c=21 d=2.10658 t=24192
pan long qu 	盤龍區	c=3 d=0.0196551 t=24192
pan pan 	盼盼	c=2 d=6.63989e-007 t=24192
pang 	旁	c=2 d=0.860708 t=24192
pao 	跑	c=0 d=1.07433e-021 t=24192
pao bu 	跑步	c=0 d=1.14333e-018 t=24192
pao bu qi lai 	跑步起來	c=1 d=1.14906e-017 t=24192
pao chu 	拋出	c=4 d=4.31857e-005 t=24192
pao dao 	跑到	c=1 d=1.32701e-005 t=24192
pao guo qu 	跑過去	c=2 d=0.0459593 t=24192
pao hui 	跑回	c=1 d=0.121238 t=24192
pao na me yuan 	跑那麼遠	c=1 d=1.07972e-020 t=24192
pao nan 	跑男	c=2 d=4.2423e-023 t=24192
pao pao 	泡泡	c=1 d=0.00862731 t=24192
pao tui 	跑腿	c=1 d=0.0518189 t=24192
pei 	佩	c=1 d=3.97207e-021 t=24192
pei 	賠	c=1 d=3.51871e-007 t=24192
pei 	配	c=0 d=0.023457 t=24192
pei hao 	陪好	c=1 d=0.23457 t=24192
pei hao le 	配好了	c=1 d=0.235746 t=24192
pei he 	配合	c=1 d=0.155673 t=24192
pei jian 	配件	c=2 d=1.41e-019 t=24192
pei le 	配了	c=0 d=3.4664e-008 t=24192
pei le duo shao 	配了多少	c=1 d=3.4837e-007 t=24192
pei le ma 	配了嗎	c=1 d=8.21549e-012 t=24192
pei se 	配色	c=9 d=1.40642 t=24192
pei xun 	培訓	c=1 d=1.22348e-020 t=24192
pei zhi 	配置	c=50 d=1.28365 t=24192
pei zhi wen jian 	配置文件	c=17 d=1.28116 t=24192
pei zhi yi xia 	配置一下	c=1 d=8.13374e-012 t=24192
pen 	噴	c=1 d=0.0632918 t=24192
peng 	碰	c=1 d=4.01335e-025 t=24192
peng you 	朋友	c=1 d=0.00904991 t=24192
peng you quan 	朋友圈	c=1 d=9.54991e-018 t=24192
peng zhuang 	碰撞	c=1 d=9.15021e-015 t=24192
pi 	屁	c=1 d=1.03883e-007 t=24192
pi 	皮	c=1 d=3.5657e-016 t=24192
pi chu li 	批處理	c=4 d=0.000769323 t=24192
pi gu 	屁股	c=1 d=0.272532 t=24192
pi liang 	批量	c=3 d=0.215297 t=24192
pi pei 	匹配	c=17 d=1.136 t=24192
pi pi 	皮皮	c=1 d=3.96047e-016 t=24192
pi te 	皮特	c=0 d=3.09398e-024 t=24192
pi te fen 	皮特芬	c=1 d=3.10949e-023 t=24192
pi zhi 	皮脂	c=1 d=0.0934807 t=24192
pian 	偏	c=1 d=6.52415e-021 t=24192
pian 	片	c=1 d=0.00778933 t=24192
pian dao shu 	偏導數	c=1 d=6.01518e-021 t=24192
pian li 	偏離	c=0 d=0.0740818 t=24192
pian yi 	便宜	c=2 d=3.12292e-007 t=24192
pian zhi 	偏執	c=1 d=0.0161635 t=24192
piao 	票	c=4 d=0.0142642 t=24192
piao 	飄	c=3 d=0.628995 t=24192
piao liang 	漂亮	c=1 d=7.13104e-023 t=24192
pin 	品	c=1 d=0.0465334 t=24192
pin 	騁	c=1 d=7.08582e-007 t=24192
pin fan 	品番	c=28 d=1.64253 t=24192
pin fan 	頻繁	c=2 d=3.0313e-009 t=24192
pin fan hao 	品番號	c=2 d=0.467666 t=24192
pin hao 	品號	c=6 d=0.465334 t=24192
pin jie 	拼接	c=1 d=0.0184074 t=24192
pin ming 	品名	c=2 d=1.76253e-010 t=24192
pin pai 	品牌	c=4 d=0.70584 t=24192
pin pai hao 	品牌號	c=2 d=0.357007 t=24192
pin xie 	拼寫	c=1 d=0.00606634 t=24192
pin yin 	拼音	c=1 d=0.618783 t=24192
ping 	平	c=1 d=0.0149956 t=24192
ping 	瓶	c=2 d=2.9835e-007 t=24192
ping 	萍	c=1 d=7.59831e-005 t=24192
ping bi 	屏蔽	c=1 d=0.479505 t=24192
ping fang 	平方	c=2 d=0.000682328 t=24192
ping gu 	評估	c=2 d=1.86314e-022 t=24192
ping gu zhi biao 	評估指標	c=1 d=2.82086e-024 t=24192
ping guo 	蘋果	c=5 d=0.224249 t=24192
ping guo bi ji ben 	蘋果筆記本	c=1 d=6.69842e-022 t=24192
ping jing 	瓶頸	c=1 d=7.50967e-014 t=24192
ping liang 	平涼	c=1 d=1.79371e-021 t=24192
ping mu 	屏幕	c=1 d=0.0154523 t=24192
ping shi 	平時	c=0 d=4.33565e-023 t=24192
ping zi 	瓶子	c=1 d=0.0489963 t=24192
po 	破	c=1 d=7.29145e-020 t=24192
po jie 	破解	c=4 d=0.201098 t=24192
po mo 	潑墨	c=1 d=0.597501 t=24192
po wa 	破娃	c=1 d=7.91783e-019 t=24192
pu 	浦	c=1 d=0.0253494 t=24192
pu bian 	普遍	c=1 d=0.0142642 t=24192
pu dong 	浦東	c=6 d=0.909373 t=24192
pu ke pai 	撲克牌	c=1 d=1.81834e-005 t=24192
pu shi 	樸實	c=1 d=3.96666e-005 t=24192
pu su 	樸素	c=1 d=1.70241e-024 t=24192
pu tao 	葡萄	c=1 d=1.25599e-005 t=24192
pu tong 	普通	c=3 d=0.660159 t=24192
pu tuan 	蒲團	c=1 d=0.414783 t=24192
qi 	七	c=1 d=0.00708341 t=24192
qi 	企	c=0 d=0.000349997 t=24192
qi 	其	c=4 d=0.157221 t=24192
qi 	器	c=19 d=0.614288 t=24192
qi 	奇	c=2 d=0.00712682 t=24192
qi 	期	c=11 d=1.54067 t=24192
qi 	綺	c=1 d=0.000490542 t=24192
qi 	騎	c=1 d=0.00404611 t=24192
qi cai 	七彩	c=1 d=0.00100779 t=24192
qi cha cha 	企查查	c=1 d=0.00351752 t=24192
qi ci 	其次	c=1 d=3.71249e-020 t=24192
qi dong 	啓動	c=22 d=3.2454 t=24192
qi dong qi 	起動器	c=1 d=0.410656 t=24192
qi dong xiang 	啓動項	c=1 d=0.00229965 t=24192
qi fen 	氣氛	c=0 d=0.00144076 t=24192
qi fen zhong 	七分鐘	c=1 d=2.6759e-021 t=24192
qi ge 	七個	c=1 d=1.11818e-020 t=24192
qi guai 	奇怪	c=0 d=0.0357007 t=24192
qi huan 	奇幻	c=1 d=4.95725e-010 t=24192
qi jian 	期間	c=2 d=1.45136e-015 t=24192
qi lai 	起來	c=2 d=0.025223 t=24192
qi miao 	奇妙	c=2 d=0.0977834 t=24192
qi ming 	起名	c=1 d=2.16646e-007 t=24192
qi nian 	七年	c=1 d=0.00740944 t=24192
qi niu 	七牛	c=1 d=0.000997758 t=24192
qi pa 	奇葩	c=1 d=0.0222592 t=24192
qi pao 	旗袍	c=1 d=2.60983e-021 t=24192
qi quan 	期權	c=1 d=2.2232e-017 t=24192
qi ri 	七日	c=1 d=6.8491e-019 t=24192
qi shang 	騎上	c=1 d=0.00416933 t=24192
qi shi 	其實	c=3 d=0.0256042 t=24192
qi shi 	氣勢	c=1 d=0.0430669 t=24192
qi shi 	起始	c=1 d=0.831104 t=24192
qi ta 	其他	c=20 d=0.863208 t=24192
qi ta hang 	其他行	c=1 d=1.10879e-009 t=24192
qi ta ren 	其他人	c=1 d=0.151829 t=24192
qi wang 	期望	c=3 d=0.311485 t=24192
qi ye 	企業	c=6 d=0.739281 t=24192
qi ye ji 	企業級	c=1 d=2.96448e-020 t=24192
qi yong 	啓用	c=5 d=0.0228227 t=24192
qi yong 	棄用	c=1 d=0.0131019 t=24192
qi zhong 	其中	c=5 d=0.208089 t=24192
qi zi xing che 	騎自行車	c=1 d=8.85987e-018 t=24192
qian 	前	c=16 d=0.965605 t=24192
qian 	千	c=1 d=0.379083 t=24192
qian 	錢	c=4 d=0.251579 t=24192
qian bao 	錢包	c=1 d=0.0220377 t=24192
qian bei 	前輩	c=1 d=3.51381e-020 t=24192
qian dao 	簽到	c=1 d=2.62836e-016 t=24192
qian duan 	前端	c=8 d=1.162 t=24192
qian feng 	千鋒	c=1 d=3.17835e-016 t=24192
qian hou 	前後	c=2 d=0.346915 t=24192
qian hou duan 	前後端	c=2 d=1.06008 t=24192
qian ji tian 	前幾天	c=2 d=0.169483 t=24192
qian mian 	前面	c=4 d=0.226502 t=24192
qian mian shuo guo 	前面說過	c=1 d=3.64529e-011 t=24192
qian niu 	千牛	c=1 d=1.42468e-017 t=24192
qian ru 	嵌入	c=1 d=3.51501e-024 t=24192
qian ru shi 	嵌入式	c=1 d=1.1103e-025 t=24192
qian san 	前三	c=0 d=4.88261e-009 t=24192
qian san wei 	前三位	c=1 d=4.90709e-008 t=24192
qian shi 	前世	c=1 d=0.11096 t=24192
qian shi jin sheng 	前世今生	c=3 d=0.0297478 t=24192
qian tai 	前臺	c=1 d=0.163654 t=24192
qian tao 	嵌套	c=2 d=0.612444 t=24192
qian tu 	前途	c=1 d=7.34946e-025 t=24192
qian yi 	歉意	c=1 d=4.69756e-024 t=24192
qian yi 	遷移	c=2 d=0.0397558 t=24192
qian yi duan 	前一段	c=1 d=1.85249e-018 t=24192
qian zou 	遷走	c=3 d=2.46647e-021 t=24192
qiang 	強	c=1 d=1.55885e-017 t=24192
qiang 	搶	c=1 d=6.91911e-021 t=24192
qiang 	牆	c=2 d=0.110251 t=24192
qiang hua 	強化	c=3 d=4.56472e-024 t=24192
qiang hua xue xi 	強化學習	c=1 d=2.03815e-024 t=24192
qiao 	喬	c=1 d=0.00165327 t=24192
qiao 	敲	c=0 d=0.00029528 t=24192
qiao 	橋	c=2 d=2.52771e-019 t=24192
qiao dai ma 	敲代碼	c=1 d=0.00296761 t=24192
qie 	且	c=3 d=0.601486 t=24192
qie 	切	c=1 d=1.1178e-016 t=24192
qie fen 	切分	c=1 d=3.77578e-013 t=24192
qie ge 	切割	c=1 d=0.0265162 t=24192
qie huan 	切換	c=9 d=0.504267 t=24192
qie kai 	切開	c=1 d=9.87998e-006 t=24192
qie pian 	切片	c=1 d=1.15364e-005 t=24192
qin wang 	秦王	c=1 d=3.54117e-023 t=24192
qing 	情	c=5 d=8.15063e-007 t=24192
qing 	清	c=1 d=0.000495472 t=24192
qing 	請	c=22 d=1.65091 t=24192
qing chu 	清楚	c=1 d=0.00275318 t=24192
qing dan 	清單	c=3 d=0.629385 t=24192
qing hua 	清華	c=5 d=1.80209 t=24192
qing huan cun 	清緩存	c=1 d=4.99499e-011 t=24192
qing jia 	請假	c=5 d=0.078408 t=24192
qing jia dan 	請假單	c=1 d=0.0808629 t=24192
qing jiang 	請將	c=1 d=1.15106e-008 t=24192
qing jiao 	請教	c=1 d=0.00125578 t=24192
qing jie 	清潔	c=1 d=1.16243e-006 t=24192
qing kong 	清空	c=6 d=0.50134 t=24192
qing kuang 	情況	c=7 d=0.453239 t=24192
qing kuang xia 	情況下	c=0 d=2.94008e-012 t=24192
qing li 	清理	c=7 d=0.382904 t=24192
qing liang 	清涼	c=1 d=7.43368e-012 t=24192
qing liang 	輕量	c=2 d=1.5017e-011 t=24192
qing liang ji 	輕量級	c=4 d=1.24748e-005 t=24192
qing lie 	清冽	c=1 d=4.04322e-024 t=24192
qing qing 	輕輕	c=2 d=0.103312 t=24192
qing qiu 	請求	c=32 d=2.99335 t=24192
qing shu ru 	請輸入	c=1 d=0.017953 t=24192
qing shuang 	清爽	c=1 d=0.453845 t=24192
qing song 	輕鬆	c=2 d=0.318952 t=24192
qing wen 	請問	c=9 d=0.642852 t=24192
qing xian 	請先	c=2 d=0.0485578 t=24192
qing xie 	傾斜	c=1 d=0.585669 t=24192
qing xuan ze 	請選擇	c=4 d=0.38868 t=24192
qing yi xia 	清一下	c=1 d=5.02003e-011 t=24192
qiong 	瓊	c=1 d=0.839457 t=24192
qiu 	求	c=1 d=0.135335 t=24192
qiu 	秋	c=1 d=0.650509 t=24192
qiu feng 	秋風	c=1 d=5.64546e-010 t=24192
qiu he 	求和	c=1 d=0.209088 t=24192
qiu jie 	求解	c=1 d=0.00189223 t=24192
qiu tu 	囚徒	c=3 d=1.01668e-005 t=24192
qiu zhi 	求值	c=2 d=0.0717192 t=24192
qiu zhi bu de 	求之不得	c=1 d=0.000662162 t=24192
qu 	區	c=5 d=1.04404e-007 t=24192
qu 	去	c=48 d=2.09795 t=24192
qu 	取	c=20 d=3.14829 t=24192
qu 	趣	c=2 d=5.26313e-016 t=24192
qu ba 	去吧	c=7 d=0.767206 t=24192
qu bie 	區別	c=3 d=0.486757 t=24192
qu chi 	去吃	c=1 d=9.91905e-023 t=24192
qu chu 	去除	c=8 d=0.308819 t=24192
qu chu 	取出	c=14 d=0.533556 t=24192
qu de 	取得	c=1 d=8.26088e-018 t=24192
qu diao 	去掉	c=2 d=0.0624343 t=24192
qu dong 	驅動	c=5 d=0.847712 t=24192
qu fen 	區分	c=8 d=1.55768 t=24192
qu hao 	區號	c=4 d=3.80213e-018 t=24192
qu jie 	去接	c=0 d=9.18981e-008 t=24192
qu jie ni 	去接你	c=1 d=9.23588e-007 t=24192
qu ka 	取卡	c=1 d=2.30835e-018 t=24192
qu kan kan 	去看看	c=1 d=1.97556e-010 t=24192
qu na 	去哪	c=1 d=0.00784731 t=24192
qu na chi 	去哪吃	c=1 d=0.0788664 t=24192
qu na er 	去哪兒	c=2 d=0.0139818 t=24192
qu shi 	趨勢	c=1 d=2.65659e-024 t=24192
qu shu ju 	取數據	c=1 d=0.084163 t=24192
qu xian 	取現	c=1 d=2.94919e-018 t=24192
qu xiao 	取消	c=17 d=1.12376 t=24192
qu yi yuan 	去醫院	c=2 d=0.143134 t=24192
qu yu 	區域	c=8 d=1.75202e-014 t=24192
qu zhao 	去找	c=0 d=1.47799e-009 t=24192
qu zhao ni 	去找你	c=1 d=1.4854e-008 t=24192
qu zhi 	取值	c=3 d=0.0368832 t=24192
qu zi 	取自	c=1 d=7.32301e-012 t=24192
qu zou 	取走	c=1 d=1.87595e-019 t=24192
qu zuo 	去做	c=1 d=0.729789 t=24192
quan 	全	c=3 d=0.0735345 t=24192
quan 	圈	c=1 d=0.00909528 t=24192
quan bu 	全部	c=15 d=1.02843 t=24192
quan bu nei rong 	全部內容	c=1 d=0.261846 t=24192
quan huang 	拳皇	c=1 d=1.12516e-005 t=24192
quan ji 	全集	c=3 d=0.0273237 t=24192
quan jia 	全價	c=1 d=9.4942e-008 t=24192
quan jiao 	全角	c=1 d=0.188247 t=24192
quan ju 	全局	c=2 d=0.0581343 t=24192
quan li 	權利	c=6 d=0.00737249 t=24192
quan li de 	權利的	c=1 d=6.95142e-017 t=24192
quan lu jing 	全路徑	c=3 d=3.89519e-008 t=24192
quan qiu 	全球	c=1 d=0.229925 t=24192
quan shi 	全是	c=1 d=0.236928 t=24192
quan shu 	全書	c=1 d=0.0824965 t=24192
quan xian 	權限	c=37 d=3.10445 t=24192
quan xin 	全新	c=2 d=0.0672055 t=24192
quan xuan 	全選	c=4 d=1.40913 t=24192
quan zi dong 	全自動	c=1 d=0.00140882 t=24192
que 	卻	c=2 d=0.324652 t=24192
que bao 	確保	c=1 d=0.000300519 t=24192
que ding 	確定	c=5 d=0.514274 t=24192
que qian 	缺錢	c=1 d=0.000273284 t=24192
que ren 	確認	c=36 d=2.46949 t=24192
que shao 	缺少	c=2 d=0.0969809 t=24192
que shi 	缺失	c=1 d=0.38868 t=24192
que you 	卻又	c=1 d=2.94108e-015 t=24192
ran 	燃	c=2 d=5.05739e-010 t=24192
ran hou 	然後	c=27 d=0.2851 t=24192
rang 	讓	c=6 d=0.91899 t=24192
rang ni 	讓你	c=2 d=0.180866 t=24192
rang wo 	讓我	c=2 d=0.162026 t=24192
rang wo men 	讓我們	c=1 d=0.108067 t=24192
rao guo 	繞過	c=2 d=0.0266671 t=24192
re 	熱	c=4 d=0.00728029 t=24192
re ai 	熱愛	c=1 d=0.00217658 t=24192
re ai er 	熱愛而	c=1 d=8.51247e-018 t=24192
re bu shu 	熱部署	c=1 d=0.0731678 t=24192
ren 	人	c=17 d=0.748294 t=24192
ren 	仁	c=1 d=3.86465e-022 t=24192
ren 	忍	c=2 d=0.154124 t=24192
ren cai 	人才	c=3 d=4.95514e-023 t=24192
ren duo 	人多	c=1 d=6.38823e-023 t=24192
ren gong 	人工	c=4 d=0.00176667 t=24192
ren gong fei 	人工費	c=1 d=9.55153e-020 t=24192
ren gong zhi neng 	人工智能	c=4 d=0.00248218 t=24192
ren he 	任何	c=2 d=4.11042e-011 t=24192
ren ji 	仁濟	c=1 d=1.90236e-007 t=24192
ren jia 	人家	c=1 d=0.0380064 t=24192
ren jian fei 	人件費	c=6 d=2.72911 t=24192
ren lei 	人類	c=2 d=0.410763 t=24192
ren mai 	人脈	c=2 d=2.51008e-024 t=24192
ren men 	人們	c=1 d=0.0500366 t=24192
ren min 	人民	c=1 d=0.0320647 t=24192
ren qi 	人妻	c=2 d=4.08233e-021 t=24192
ren ren 	人人	c=5 d=0.117062 t=24192
ren ren che 	人人車	c=2 d=2.61735e-019 t=24192
ren sheng 	人生	c=2 d=0.101266 t=24192
ren shi 	人事	c=3 d=0.203655 t=24192
ren shi 	人士	c=1 d=0.0833256 t=24192
ren shi dao 	認識到	c=1 d=0.00410726 t=24192
ren wu 	任務	c=6 d=1.74737 t=24192
ren yi 	任意	c=3 d=6.18994e-005 t=24192
ren yuan 	人員	c=2 d=1.9627e-008 t=24192
ren yue 	人月	c=1 d=5.45592e-020 t=24192
ren zai 	人在	c=2 d=2.0879e-006 t=24192
ren zheng 	認證	c=2 d=0.362402 t=24192
reng 	扔	c=1 d=0.0121552 t=24192
ri 	日	c=6 d=0.153324 t=24192
ri bao 	日報	c=1 d=1.04927e-007 t=24192
ri ben 	日本	c=9 d=0.254911 t=24192
ri chang 	日常	c=2 d=3.71059e-014 t=24192
ri he 	日和	c=1 d=3.11541e-016 t=24192
ri ji 	日記	c=2 d=4.9651e-018 t=24192
ri li 	日曆	c=26 d=0.238764 t=24192
ri qi 	日期	c=56 d=1.59155 t=24192
ri zhi 	日誌	c=33 d=2.45638 t=24192
rong 	榮	c=1 d=0.818731 t=24192
rong hui guan tong 	融會貫通	c=1 d=0.085435 t=24192
rong liang 	容量	c=1 d=2.2064e-016 t=24192
rong qi 	容器	c=5 d=0.481909 t=24192
rong yi 	容易	c=3 d=3.28027e-005 t=24192
rong yu 	榮譽	c=1 d=4.30289e-021 t=24192
ru 	入	c=12 d=1.00705 t=24192
ru 	如	c=5 d=0.171199 t=24192
ru ci 	如此	c=2 d=0.0514022 t=24192
ru de 	入的	c=1 d=9.80699e-008 t=24192
ru guo 	如果	c=86 d=3.19285 t=24192
ru guo yao 	如果要	c=1 d=1.60966e-012 t=24192
ru he 	如何	c=12 d=0.585669 t=24192
ru keng 	如坑	c=1 d=0.00167826 t=24192
ru kou 	入口	c=3 d=0.722527 t=24192
ru ku 	入庫	c=3 d=1.60739e-007 t=24192
ru le 	入了	c=1 d=4.20608e-018 t=24192
ru men 	入門	c=9 d=0.183612 t=24192
ru shu 	如數	c=1 d=2.12025e-018 t=24192
ru tu 	如圖	c=6 d=0.634473 t=24192
ru xia 	如下	c=8 d=0.613571 t=24192
ru xuan 	入選	c=1 d=0.0784731 t=24192
ru zhan 	入棧	c=1 d=1.61065e-016 t=24192
ru zhan dao chu zhan 	入棧到出棧	c=1 d=1.05525e-015 t=24192
ru zhu 	入駐	c=2 d=0.0221977 t=24192
ruan 	軟	c=0 d=5.3952e-007 t=24192
ruan 	阮	c=1 d=0.166127 t=24192
ruan jian 	軟件	c=34 d=5.12239 t=24192
ruan jian bao 	軟件包	c=3 d=8.72981e-025 t=24192
ruan jian ming 	軟件名	c=1 d=0.588605 t=24192
ruan lian jie 	軟鏈接	c=1 d=5.42225e-006 t=24192
ruan yi feng 	阮一峯	c=1 d=0.26054 t=24192
rui ya 	瑞亞	c=0 d=1.83437e-021 t=24192
ruo 	若	c=2 d=0.0829701 t=24192
sa 	仨	c=1 d=9.91736e-021 t=24192
sa 	撒	c=1 d=0.00540733 t=24192
sa mo 	薩摩	c=1 d=3.48667e-017 t=24192
san 	三	c=6 d=0.143146 t=24192
san bai duo 	三百多	c=1 d=8.05692e-018 t=24192
san bo 	散播	c=1 d=0.00329615 t=24192
san ci 	三次	c=1 d=0.00644146 t=24192
san ge 	三個	c=2 d=0.154896 t=24192
san ge ren 	三個人	c=1 d=3.05954e-009 t=24192
san ge yue 	三個月	c=1 d=3.4059e-006 t=24192
san guo 	三國	c=1 d=4.43544e-025 t=24192
san ji 	三級	c=5 d=9.27634e-008 t=24192
san ji pian 	三級片	c=1 d=1.0677e-006 t=24192
san jie ke 	三節課	c=2 d=1.76862e-024 t=24192
san nian 	三年	c=1 d=0.000944363 t=24192
san qian 	三千	c=1 d=5.19707e-007 t=24192
san shang 	三上	c=4 d=0.00216335 t=24192
san sheng 	三生	c=1 d=1.06495e-005 t=24192
san shi 	三十	c=1 d=3.26836e-021 t=24192
san xing 	三星	c=11 d=0.967189 t=24192
san zhang 	三張	c=1 d=4.07401e-025 t=24192
san zhong 	三種	c=1 d=3.78297e-006 t=24192
sang zi 	嗓子	c=1 d=0.0555762 t=24192
sao 	掃	c=1 d=0.121846 t=24192
sao miao 	掃描	c=3 d=0.126589 t=24192
se 	色	c=5 d=0.0765911 t=24192
se diao 	色調	c=1 d=0.00144449 t=24192
se qing 	色情	c=1 d=4.82155e-007 t=24192
sen lin 	森林	c=3 d=0.156453 t=24192
sha 	沙	c=1 d=3.07593e-013 t=24192
sha fa 	沙發	c=2 d=0.777369 t=24192
sha he 	沙河	c=0 d=5.70705e-021 t=24192
sha he you xi 	沙河遊戲	c=1 d=5.73565e-020 t=24192
sha shi hou 	啥時候	c=3 d=4.17428e-006 t=24192
sha si 	殺死	c=2 d=0.321541 t=24192
sha tan 	沙灘	c=1 d=4.59343e-025 t=24192
shai 	曬	c=1 d=0.109701 t=24192
shai me 	曬麼	c=1 d=3.20146e-013 t=24192
shai xuan 	篩選	c=2 d=0.577025 t=24192
shan 	刪	c=1 d=0.582748 t=24192
shan chu 	刪除	c=174 d=2.886 t=24192
shan diao 	刪掉	c=4 d=0.67067 t=24192
shan gai 	刪改	c=0 d=0.00765355 t=24192
shan le 	刪了	c=2 d=0.0341565 t=24192
shan shan 	珊珊	c=1 d=4.30362e-023 t=24192
shan tie 	刪貼	c=1 d=4.64844e-018 t=24192
shan wan 	刪完	c=1 d=2.61614e-020 t=24192
shan zong 	山棕	c=1 d=4.41182e-021 t=24192
shang 	上	c=32 d=1.11956 t=24192
shang 	商	c=12 d=0.854432 t=24192
shang ban 	上班	c=7 d=0.516714 t=24192
shang bao 	上報	c=1 d=0.0319048 t=24192
shang chang 	商場	c=1 d=3.41879e-021 t=24192
shang che 	上車	c=0 d=9.23588e-008 t=24192
shang chu 	傷處	c=1 d=0.000587285 t=24192
shang chuan 	上傳	c=20 d=1.23808 t=24192
shang ci 	上次	c=6 d=0.150416 t=24192
shang de 	上的	c=2 d=0.0148464 t=24192
shang gao su 	上高速	c=1 d=2.20677e-018 t=24192
shang ge yue 	上個月	c=2 d=0.0756944 t=24192
shang gu 	上古	c=1 d=9.71106e-009 t=24192
shang hai 	上海	c=45 d=1.54214 t=24192
shang ji 	上級	c=18 d=0.0862936 t=24192
shang ji shang pin 	上級商品	c=1 d=1.25621e-007 t=24192
shang jia 	商家	c=1 d=6.29205e-021 t=24192
shang lai 	上來	c=2 d=1.50588e-019 t=24192
shang men 	上門	c=1 d=1.67216e-019 t=24192
shang mian 	上面	c=3 d=1.21341e-011 t=24192
shang pin 	商品	c=131 d=2.33762 t=24192
shang qu 	上去	c=2 d=0.0280154 t=24192
shang shou 	上手	c=1 d=9.89681e-026 t=24192
shang shu 	上述	c=1 d=0.0095616 t=24192
shang wang 	上網	c=1 d=7.33946e-009 t=24192
shang xia 	上下	c=2 d=6.60598e-005 t=24192
shang xian 	上線	c=2 d=2.73563e-016 t=24192
shang ye 	商業	c=13 d=1.42222e-007 t=24192
shang yi 	上一	c=1 d=0.00336274 t=24192
shang yi ci 	上一次	c=1 d=0.0480747 t=24192
shang yi hang 	商一行	c=1 d=2.58703e-006 t=24192
shang yuan 	上原	c=0 d=3.78942e-027 t=24192
shang yuan ya yi 	上原亞衣	c=1 d=3.80841e-026 t=24192
shang yue 	上月	c=3 d=0.0104136 t=24192
shang zhong xia 	上中下	c=3 d=0.463325 t=24192
shang zhou 	上週	c=1 d=0.177284 t=24192
shao 	少	c=3 d=0.0071546 t=24192
shao deng 	稍等	c=1 d=0.215456 t=24192
shao hou 	稍後	c=2 d=0.373439 t=24192
shao hua 	韶華	c=1 d=3.01502e-013 t=24192
shao kao 	燒烤	c=1 d=0.0675424 t=24192
shao shu pai 	少數派	c=1 d=1.96979e-005 t=24192
shao shuo 	少說	c=1 d=1.32264e-025 t=24192
shao wei 	稍微	c=1 d=0.579842 t=24192
she 	社	c=0 d=5.4984e-024 t=24192
she 	舍	c=2 d=4.61489e-021 t=24192
she 	設	c=1 d=0.00172074 t=24192
she bao 	社保	c=2 d=0.847894 t=24192
she bei 	設備	c=1 d=7.57869e-005 t=24192
she gong 	社工	c=0 d=4.18439e-017 t=24192
she gong ku 	社工庫	c=1 d=4.20537e-016 t=24192
she hui 	社會	c=2 d=0.0141931 t=24192
she ji 	涉及	c=1 d=2.16831e-017 t=24192
she ji 	設計	c=29 d=3.00369 t=24192
she ji dao 	涉及到	c=2 d=0.0599047 t=24192
she ji mo shi 	設計模式	c=2 d=0.000646249 t=24192
she ji yu yan 	設計語言	c=1 d=0.0204453 t=24192
she lie 	涉獵	c=1 d=6.11981e-018 t=24192
she me 	什麼	c=1 d=0.00134683 t=24192
she qu 	社區	c=2 d=0.000602158 t=24192
she shou 	射手	c=2 d=5.96078e-024 t=24192
she wei 	設爲	c=3 d=0.369723 t=24192
she you 	舍友	c=1 d=0.0343896 t=24192
she zhi 	設置	c=89 d=3.02515 t=24192
she zhi shi qu 	設置時區	c=1 d=0.0095616 t=24192
