# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	51595
#@/user_id	macbook
a 	啊	c=254 d=4.68748 t=51595
pei le 	配了	c=0 d=5.00617e-38 t=51595
pei le duo shao 	配了多少	c=1 d=5.03114e-37 t=51595
pei le ma 	配了嗎	c=1 d=1.18648e-41 t=51595
pei se 	配色	c=10 d=0.00480541 t=51595
pei xun 	培訓	c=2 d=1.23771e-09 t=51595
pei zhi 	配置	c=91 d=1.20458 t=51595
pei zhi bian hao 	配置編號	c=1 d=8.63817e-14 t=51595
pei zhi gong ju 	配置工具	c=1 d=0.318224 t=51595
pei zhi wen jian 	配置文件	c=28 d=0.927743 t=51595
pei zhi yi xia 	配置一下	c=1 d=1.17467e-41 t=51595
pen 	噴	c=2 d=7.5996e-07 t=51595
pen wu 	噴霧	c=3 d=6.1009e-11 t=51595
peng 	碰	c=1 d=8.27636e-40 t=51595
peng ding 	棚頂	c=1 d=0.173774 t=51595
peng you 	朋友	c=5 d=0.0345412 t=51595
peng you quan 	朋友圈	c=1 d=1.96939e-32 t=51595
peng you wen wen 	朋友問問	c=1 d=2.20565e-12 t=51595
peng zhuang 	碰撞	c=1 d=1.32147e-44 t=51595
pi 	屁	c=6 d=0.442639 t=51595
pi 	批	c=1 d=4.57534e-08 t=51595
pi 	皮	c=4 d=0.609571 t=51595
pi chu li 	批處理	c=4 d=5.22401e-09 t=51595
pi er xun 	皮爾遜	c=2 d=1.69834e-14 t=51595
pi fu 	皮膚	c=1 d=1.05288e-18 t=51595
pi gu 	屁股	c=2 d=7.39283e-06 t=51595
pi lao 	疲勞	c=2 d=0.0966615 t=51595
pi liang 	批量	c=6 d=2.01495 t=51595
pi pei 	匹配	c=30 d=0.42286 t=51595
pi pi 	皮皮	c=3 d=0.0985 t=51595
pi qi hao 	脾氣好	c=1 d=2.64567e-05 t=51595
pi te 	皮特	c=0 d=6.38042e-39 t=51595
pi te fen 	皮特芬	c=1 d=6.41241e-38 t=51595
pi zhi 	皮脂	c=1 d=6.34772e-07 t=51595
pi zhi 	皮質	c=2 d=7.85944e-11 t=51595
pian 	偏	c=1 d=0.028297 t=51595
pian 	片	c=1 d=1.12493e-32 t=51595
pian 	篇	c=1 d=1 t=48790
pian cha 	偏差	c=2 d=0.00951391 t=51595
pian dao 	偏導	c=1 d=2.07614e-06 t=51595
pian dao shu 	偏導數	c=1 d=1.24045e-35 t=51595
pian hao 	偏好	c=3 d=2.46244e-14 t=51595
pian li 	偏離	c=0 d=5.03045e-07 t=51595
pian qu 	片區	c=2 d=2.1151e-07 t=51595
pian yi 	便宜	c=10 d=0.145876 t=51595
pian yi dian 	便宜點	c=1 d=0.00163682 t=51595
pian zhi 	偏執	c=1 d=2.33433e-32 t=51595
pian zhi 	偏置	c=3 d=0.198055 t=51595
piao 	票	c=17 d=1.13702 t=51595
piao 	飄	c=3 d=4.27113e-06 t=51595
piao liang 	漂亮	c=1 d=1.47057e-37 t=51595
piao yi 	飄逸	c=1 d=0.145148 t=51595
pin 	品	c=2 d=3.15981e-07 t=51595
pin 	騁	c=1 d=1.02333e-36 t=51595
pin fan 	品番	c=33 d=0.00197406 t=51595
pin fan 	頻繁	c=2 d=4.3778e-39 t=51595
pin fan hao 	品番號	c=2 d=3.17564e-06 t=51595
pin hao 	品號	c=6 d=3.15981e-06 t=51595
pin jie 	拼接	c=7 d=1.94092 t=51595
pin kun 	貧困	c=1 d=1.52274e-06 t=51595
pin ming 	品名	c=2 d=1.19683e-15 t=51595
pin pai 	品牌	c=4 d=4.79294e-06 t=51595
pin pai hao 	品牌號	c=2 d=2.42422e-06 t=51595
pin xie 	拼寫	c=1 d=4.11929e-08 t=51595
pin yin 	拼音	c=2 d=4.20179e-06 t=51595
pin zhong 	品種	c=1 d=0.00853332 t=51595
pin zhong shi bie 	品種識別	c=1 d=0.00786762 t=51595
ping 	屏	c=2 d=2.73767e-17 t=51595
ping 	平	c=7 d=0.686052 t=51595
ping 	瓶	c=2 d=4.30875e-37 t=51595
ping 	萍	c=1 d=5.15956e-10 t=51595
ping 	評	c=1 d=3.80453e-14 t=51595
ping bao 	屏保	c=2 d=0.1764 t=51595
ping bi 	屏蔽	c=2 d=0.228779 t=51595
ping fang 	平方	c=5 d=0.00514575 t=51595
ping fen 	評分	c=1 d=5.25288e-15 t=51595
ping gu 	評估	c=2 d=3.84218e-37 t=51595
ping gu zhi biao 	評估指標	c=1 d=5.8172e-39 t=51595
ping guo 	蘋果	c=22 d=0.249075 t=51595
ping guo 		c=1 d=0.250324 t=51595
ping guo bi ji ben 	蘋果筆記本	c=1 d=1.38135e-36 t=51595
ping hua 	平滑	c=3 d=9.67927e-21 t=51595
ping jia 	評價	c=3 d=4.9804e-06 t=51595
ping jia guo 	評價過	c=1 d=9.01398e-15 t=51595
ping jing 	瓶頸	c=1 d=1.08454e-43 t=51595
ping jun 	平均	c=6 d=0.174645 t=51595
ping jun zhi 	平均值	c=1 d=0.000151489 t=51595
ping liang 	平涼	c=1 d=3.699e-36 t=51595
ping lun 	評論	c=1 d=3.44845e-05 t=51595
ping mu 	屏幕	c=3 d=0.00601089 t=51595
ping shi 	平時	c=2 d=0.1764 t=51595
ping tai 	平臺	c=2 d=0.0231676 t=51595
ping zi 	瓶子	c=1 d=3.32705e-07 t=51595
po 	破	c=1 d=1.29737e-05 t=51595
po dian nao 	破電腦	c=1 d=1 t=49806
po jie 	破解	c=8 d=3.64982e-05 t=51595
po mo 	潑墨	c=1 d=4.05727e-06 t=51595
po wa 	破娃	c=1 d=1.63282e-33 t=51595
po xian cheng 	破縣城	c=1 d=1.42347e-07 t=51595
pu 	浦	c=1 d=1.72133e-07 t=51595
pu bian 	普遍	c=1 d=2.06003e-32 t=51595
pu de 	鋪的	c=1 d=2.2444e-11 t=51595
pu dong 	浦東	c=6 d=6.17501e-06 t=51595
pu ke pai 	撲克牌	c=1 d=2.62603e-35 t=51595
pu le 	鋪了	c=1 d=1 t=48559
pu shi 	樸實	c=1 d=2.69352e-10 t=51595
pu su 	樸素	c=15 d=0.869358 t=51595
pu tao 	葡萄	c=1 d=1.8139e-35 t=51595
pu tong 	普通	c=4 d=0.000314351 t=51595
pu tuan 	蒲團	c=1 d=5.99028e-31 t=51595
pu tuo 	普陀	c=5 d=2.41445 t=48001
pu tuo shan 	普陀山	c=1 d=1.28534e-12 t=51595
qi 	七	c=2 d=0.67368 t=51595
qi 	企	c=0 d=2.37662e-09 t=51595
qi 	其	c=4 d=1.06759e-06 t=51595
qi 	啓	c=1 d=0.008271 t=51595
qi 	器	c=29 d=0.0125492 t=51595
qi 	奇	c=2 d=1.02925e-32 t=51595
qi 	期	c=12 d=0.036334 t=51595
qi 	氣	c=1 d=1.21049e-12 t=51595
qi 	漆	c=1 d=0.826959 t=51595
qi 	綺	c=1 d=7.08438e-34 t=51595
qi 	起	c=1 d=0.010358 t=51595
qi 	騎	c=1 d=2.74747e-08 t=51595
qi ba qian 	七八千	c=2 d=8.80327e-19 t=51595
qi ba wan 	七八萬	c=1 d=4.11075e-13 t=51595
qi bu 	起步	c=0 d=0.0786628 t=51595
qi bu jia 	起步價	c=1 d=0.790571 t=51595
qi cai 	七彩	c=1 d=1.45545e-33 t=51595
qi cha cha 	企查查	c=1 d=2.38854e-08 t=51595
qi ci 	其次	c=1 d=7.65592e-35 t=51595
qi di 	啓迪	c=1 d=1.7931e-17 t=51595
qi dian 	七點	c=5 d=0.000349057 t=51595
qi dian zheng 	七點證	c=1 d=0.000140543 t=51595
qi dong 	啓動	c=36 d=0.360595 t=51595
qi dong pan 	啓動盤	c=3 d=0.891366 t=51595
qi dong qi 	起動器	c=1 d=2.78852e-06 t=51595
qi dong xiang 	啓動項	c=1 d=1.56156e-08 t=51595
qi fen 	氣氛	c=0 d=2.08075e-33 t=51595
qi fen zhong 	七分鐘	c=1 d=5.51826e-36 t=51595
qi ge 	七個	c=1 d=1.61487e-50 t=51595
qi ge 	騎個	c=0 d=0.1 t=49599
qi ge che 	騎個車	c=1 d=1 t=49600
qi guai 	奇怪	c=2 d=0.394554 t=51595
qi huan 	奇幻	c=1 d=7.15924e-40 t=51595
qi jian 	期間	c=2 d=2.09605e-45 t=51595
qi jian dian 	旗艦店	c=2 d=2.45773e-11 t=51595
qi lai 	起來	c=6 d=0.452304 t=51595
qi miao 	奇妙	c=3 d=0.000713734 t=51595
qi ming 	起名	c=1 d=3.1288e-37 t=51595
qi nian 	七年	c=1 d=5.03131e-08 t=51595
qi niu 	七牛	c=1 d=6.77518e-09 t=51595
qi pa 	奇葩	c=1 d=3.21467e-32 t=51595
qi pao 	旗袍	c=1 d=5.38201e-36 t=51595
qi quan 	期權	c=1 d=3.21073e-47 t=51595
qi ri 	七日	c=1 d=4.65082e-24 t=51595
qi shang 	騎上	c=1 d=2.83114e-08 t=51595
qi shi 	其實	c=5 d=0.744532 t=51595
qi shi 	氣勢	c=1 d=2.92442e-07 t=51595
qi shi 	起始	c=4 d=5.64353e-06 t=51595
qi shi lu 	啓示錄	c=2 d=1.77296e-13 t=51595
qi shi ri 	起始日	c=1 d=0.196912 t=51595
qi si 	氣死	c=1 d=4.3559e-18 t=51595
qi su 	起訴	c=1 d=1 t=51380
qi ta 	其他	c=50 d=0.0951657 t=51595
qi ta hang 	其他行	c=1 d=7.52913e-15 t=51595
qi ta le xing 	其他了性	c=1 d=1.73473e-10 t=51595
qi ta ren 	其他人	c=2 d=1.03098e-06 t=51595
qi tian 	七天	c=3 d=0.0422141 t=51595
qi wang 	期望	c=5 d=0.0502874 t=51595
qi wen 	氣溫	c=1 d=0.000225994 t=51595
qi xiang ju 	氣象局	c=1 d=0.289384 t=51595
qi ye 	企業	c=6 d=5.02002e-06 t=51595
qi ye ji 	企業級	c=1 d=4.28128e-50 t=51595
qi yong 	啓用	c=6 d=1.54975e-07 t=51595
qi yong 	棄用	c=2 d=8.89672e-08 t=51595
qi yu 	其餘	c=1 d=1 t=47492
qi yue 	七月	c=2 d=0.330427 t=51595
qi zhong 	其中	c=6 d=6.37845e-05 t=51595
qi zi xing che 	騎自行車	c=1 d=1.27954e-47 t=51595
qian 	前	c=32 d=0.100301 t=51595
qian 	千	c=6 d=0.00172332 t=51595
qian 	欠	c=3 d=0.00155699 t=51595
qian 	簽	c=4 d=9.43364e-06 t=51595
qian 	遷	c=5 d=0.118837 t=51595
qian 	錢	c=20 d=1.24278 t=51595
qian ban ye 	前半夜	c=1 d=0.000939653 t=51595
qian bao 	錢包	c=1 d=1.49645e-07 t=51595
qian bei 	前輩	c=1 d=5.07464e-50 t=51595
qian ceng 	淺層	c=1 d=8.87675e-11 t=51595
qian dao 	簽到	c=1 d=3.79586e-46 t=51595
qian duan 	前端	c=8 d=7.89045e-06 t=51595
qian feng 	千鋒	c=1 d=6.55441e-31 t=51595
qian hou 	前後	c=2 d=2.35569e-06 t=51595
qian hou duan 	前後端	c=2 d=7.19837e-06 t=51595
qian hui 	前回	c=2 d=4.93516e-05 t=51595
qian ji 	前幾	c=1 d=9.41253e-24 t=51595
qian ji ri 	前幾日	c=1 d=0.17552 t=51595
qian ji tian 	前幾天	c=4 d=0.0907189 t=51595
qian ji tiao 	前幾條	c=3 d=0.412778 t=51595
qian le 	欠了	c=3 d=0.00878245 t=51595
qian le duo shao 	欠了多少	c=1 d=0.000898306 t=51595
qian liang 	前兩	c=0 d=0.00266491 t=51595
qian liang nian 	前兩年	c=1 d=0.0267827 t=51595
qian liang tian 	前兩天	c=2 d=0.355226 t=51595
qian mian 	前面	c=4 d=3.27113e-31 t=51595
qian mian shuo guo 	前面說過	c=1 d=5.2645e-41 t=51595
qian ni 	錢你	c=1 d=1 t=48293
qian niu 	千牛	c=2 d=0.034562 t=51595
qian qian 	錢錢	c=2 d=3.48689e-10 t=51595
qian ru 	嵌入	c=2 d=0.440432 t=51595
qian ru shi 	嵌入式	c=1 d=2.28967e-40 t=51595
qian san 	前三	c=0 d=3.31549e-14 t=51595
qian san wei 	前三位	c=2 d=3.33211e-13 t=51595
qian san zhou 	前三週	c=1 d=1.56182e-10 t=51595
qian shi 	前世	c=2 d=7.53463e-07 t=51595
qian shi jin sheng 	前世今生	c=3 d=2.02e-07 t=51595
qian tai 	前臺	c=1 d=1.11128e-06 t=51595
qian tao 	嵌套	c=2 d=4.15874e-06 t=51595
qian tian 	前天	c=7 d=0.297366 t=51595
qian tu 	前途	c=1 d=1.51561e-39 t=51595
qian xiang he fan xiang chuan bo 	前向和反向傳播	c=1 d=0.00222055 t=51595
qian yan 	錢眼	c=0 d=3.89752e-05 t=51595
qian yan li le 	錢眼裏了	c=1 d=0.000391706 t=51595
qian yi 	歉意	c=1 d=9.68734e-39 t=51595
qian yi 	遷移	c=9 d=1.14172 t=51595
qian yi duan 	前一段	c=1 d=3.82022e-33 t=51595
qian yi duan shi jian 	前一段時間	c=1 d=1.66699e-12 t=51595
qian yi nian 	前一年	c=1 d=0.00577048 t=51595
qian yi xue xi 	遷移學習	c=2 d=0.000262568 t=51595
qian zhui 	前綴	c=1 d=3.98994e-15 t=51595
qian zou 	遷走	c=3 d=5.08637e-36 t=51595
qiang 	強	c=1 d=2.05583e-08 t=51595
qiang 	搶	c=3 d=0.00247235 t=51595
qiang 	牆	c=17 d=1.04206 t=51595
qiang bu dao 	搶不到	c=1 d=1.57778e-12 t=51595
qiang hua 	強化	c=3 d=0.551563 t=51595
qiang hua xue xi 	強化學習	c=1 d=4.20309e-39 t=51595
qiang pao 	槍炮	c=1 d=0.044601 t=51595
qiang zhi 	強制	c=3 d=0.00256259 t=51595
qiang zhi 	牆紙	c=1 d=9.54016e-06 t=51595
qiao 	喬	c=1 d=2.38764e-33 t=51595
qiao 	敲	c=0 d=2.00507e-09 t=51595
qiao 	橋	c=7 d=5.01413e-08 t=51595
qiao 	翹	c=1 d=0.170333 t=51595
qiao ba 	橋吧	c=5 d=4.1155 t=47874
qiao dai ma 	敲代碼	c=1 d=2.01513e-08 t=51595
qiao ding 	敲定	c=1 d=5.5758e-11 t=51595
qiao jie 	橋接	c=1 d=1 t=50387
qie 	且	c=10 d=0.000617396 t=51595
qie 	切	c=5 d=8.35373e-07 t=51595
qie ci 	切詞	c=1 d=5.70511e-16 t=51595
qie fen 	切分	c=2 d=0.0800583 t=51595
qie ge 	切割	c=1 d=1.80056e-07 t=51595
qie huan 	切換	c=10 d=3.42418e-06 t=51595
qie kai 	切開	c=1 d=1.42686e-35 t=51595
qie pian 	切片	c=3 d=7.83368e-11 t=51595
qin 	勤	c=1 d=1 t=47965
qin 	欽	c=1 d=1 t=50967
qin wang 	秦王	c=1 d=7.30262e-38 t=51595
qing 	情	c=5 d=1.82598e-32 t=51595
qing 	清	c=1 d=3.36446e-09 t=51595
qing 	請	c=35 d=0.0805581 t=51595
qing 	青	c=1 d=1.45346e-17 t=51595
qing chu 	清楚	c=3 d=0.270293 t=51595
qing chu 	清除	c=1 d=1 t=50889
qing chu 	請出	c=1 d=0.806541 t=51595
qing chun 	青春	c=1 d=5.51169e-22 t=51595
qing dan 	清單	c=3 d=4.27378e-06 t=51595
qing gong 	輕工	c=1 d=1.41439e-20 t=51595
qing hua 	清華	c=17 d=0.884269 t=51595
qing huan cun 	清緩存	c=1 d=3.3918e-16 t=51595
qing jia 	請假	c=6 d=0.000293499 t=51595
qing jia dan 	請假單	c=1 d=5.49092e-07 t=51595
qing jian cha 	請檢查	c=1 d=0.737123 t=51595
qing jiang 	請將	c=1 d=7.81616e-14 t=51595
qing jiao 	請教	c=1 d=8.52725e-09 t=51595
qing jie 	清潔	c=1 d=1.67878e-36 t=51595
qing jie ji 	清潔劑	c=1 d=6.22097e-05 t=51595
qing ke 	請客	c=5 d=8.21923e-17 t=51595
qing kong 	清空	c=8 d=7.0633e-06 t=51595
qing kuang 	情況	c=18 d=1.64549 t=51595
qing kuang xia 	情況下	c=0 d=4.24606e-42 t=51595
qing li 	清理	c=9 d=0.810584 t=51595
qing liang 	清涼	c=1 d=1.07357e-41 t=51595
qing liang 	輕量	c=2 d=2.16874e-41 t=51595
qing liang ji 	輕量級	c=4 d=9.35285e-08 t=51595
qing lie 	清冽	c=1 d=8.33795e-39 t=51595
qing qing 	輕輕	c=2 d=7.0153e-07 t=51595
qing qiu 	請求	c=49 d=0.0804685 t=51595
qing shao nian 	青少年	c=1 d=3.42531e-14 t=51595
qing shi yong 	請使用	c=1 d=1.12321e-14 t=51595
qing shu ru 	請輸入	c=1 d=1.21908e-07 t=51595
qing shuang 	清爽	c=1 d=3.08179e-06 t=51595
qing song 	輕鬆	c=3 d=0.160414 t=51595
qing wen 	請問	c=11 d=0.218712 t=51595
qing xi 	清洗	c=1 d=7.69454e-06 t=51595
qing xian 	請先	c=3 d=3.29727e-07 t=51595
qing xie 	傾斜	c=2 d=0.13068 t=51595
qing xuan ze 	請選擇	c=5 d=4.41722e-06 t=51595
qing yi xia 	清一下	c=1 d=3.4088e-16 t=51595
qiong 	瓊	c=1 d=5.70025e-06 t=51595
qiong 	窮	c=1 d=2.41501e-20 t=51595
qiong kun 	窮困	c=1 d=1.67159e-15 t=51595
qiu 	求	c=4 d=3.37218e-05 t=51595
qiu 	球	c=3 d=2.93131 t=48645
qiu 	秋	c=2 d=7.66486e-06 t=51595
qiu chu 	求出	c=1 d=1.8981e-10 t=51595
qiu dao 	求導	c=4 d=2.00873 t=51595
qiu feng 	秋風	c=1 d=2.6085e-16 t=51595
qiu feng yi zhi fu shao hua 	秋風一紙負韶華	c=3 d=7.97125e-15 t=51595
qiu he 	求和	c=3 d=0.00423234 t=51595
qiu ji 	秋季	c=1 d=5.30206e-07 t=51595
qiu jie 	求解	c=1 d=2.73275e-33 t=51595
qiu ping fang 	秋平方	c=1 d=9.9123e-15 t=51595
qiu tu 	囚徒	c=4 d=5.21319e-14 t=51595
qiu zhi 	求值	c=2 d=1.03577e-31 t=51595
qiu zhi 	求職	c=3 d=0.219808 t=51595
qiu zhi bu de 	求之不得	c=1 d=4.49635e-09 t=51595
qu 	區	c=13 d=9.04264e-06 t=51595
qu 	去	c=134 d=3.65881 t=51595
qu 	取	c=43 d=1.09187 t=51595
qu 	趣	c=2 d=7.60098e-46 t=51595
qu ba 	去吧	c=8 d=8.09731e-18 t=51595
qu bie 	區別	c=3 d=3.30528e-06 t=51595
qu bu qu 	去不去	c=1 d=0.00909528 t=51595
qu chi 	去吃	c=1 d=2.04551e-37 t=51595
qu chi fan 	去吃飯	c=1 d=1.43753e-05 t=51595
qu chong 	去重	c=2 d=1.65355e-05 t=51595
qu chu 	去除	c=9 d=2.09701e-06 t=51595
qu chu 	取出	c=24 d=0.276634 t=51595
qu chu lai 	取出來	c=3 d=0.000981185 t=51595
qu de 	取得	c=1 d=1.19303e-47 t=51595
qu diao 	去掉	c=4 d=4.23954e-07 t=51595
qu dong 	驅動	c=6 d=5.75631e-06 t=51595
qu fen 	區分	c=13 d=0.000912904 t=51595
qu gan ma 	去幹嘛	c=1 d=0.25924 t=51595
qu guo 	去過	c=1 d=6.38606e-19 t=51595
qu hao 	區號	c=4 d=7.84078e-33 t=51595
qu hua 	區劃	c=1 d=5.2493e-07 t=51595
qu hui 	取回	c=1 d=1.40056e-22 t=51595
qu jie 	去接	c=0 d=1.32719e-37 t=51595
qu jie ni 	去接你	c=1 d=1.33384e-36 t=51595
qu jing 	曲靖	c=2 d=0.66365 t=51595
qu ka 	取卡	c=2 d=3.40648e-08 t=51595
qu kan 	去看	c=1 d=3.42356e-08 t=51595
qu kan kan 	去看看	c=1 d=2.8531e-40 t=51595
qu le 	取了	c=1 d=1 t=48283
qu na 	去哪	c=5 d=0.0357931 t=51595
qu na chi 	去哪吃	c=1 d=5.35535e-07 t=51595
qu na er 	去哪兒	c=4 d=0.00107279 t=51595
qu na li 	去哪裏	c=1 d=8.48904e-15 t=51595
qu nian 	去年	c=8 d=0.377192 t=51595
qu qu 	去取	c=1 d=0.000863083 t=51595
qu qu qu 	去去去	c=1 d=0.0395575 t=51595
qu se qi 	取色器	c=1 d=3.55468e-09 t=51595
qu shi 	去世	c=1 d=1.16302e-12 t=51595
qu shi 	趨勢	c=1 d=5.47844e-39 t=51595
qu shu ju 	取數據	c=2 d=0.000163859 t=51595
qu tan 	趣談	c=1 d=6.03814e-07 t=51595
qu tang 	去趟	c=1 d=1 t=47308
qu wen 	驅蚊	c=2 d=1.99005 t=48124
qu xian 	取現	c=1 d=4.2592e-48 t=51595
qu xian 	曲線	c=1 d=0.140156 t=51595
qu xiao 	取消	c=25 d=1.50225 t=51595
qu yi yuan 	去醫院	c=2 d=9.71938e-07 t=51595
qu yu 	區域	c=8 d=1.6244e-31 t=51595
qu zao le 	去早了	c=1 d=0.0911727 t=51595
qu zhao 	去找	c=1 d=2.18935e-13 t=51595
qu zhao ni 	去找你	c=1 d=2.14521e-38 t=51595
qu zheng 	取整	c=3 d=2.58764e-09 t=51595
qu zhi 	取值	c=5 d=4.17927e-05 t=51595
qu zhi xing 	取執行	c=1 d=1.20695e-07 t=51595
qu zi 	取自	c=1 d=4.97262e-17 t=51595
qu zou 	取走	c=1 d=2.70924e-49 t=51595
qu zuo 	去做	c=1 d=1.05396e-30 t=51595
quan 	全	c=10 d=0.818731 t=51595
quan 	券	c=1 d=3.2092e-13 t=51595
quan 	圈	c=1 d=6.17606e-08 t=51595
quan 	權	c=3 d=2.29843e-13 t=51595
quan 	犬	c=2 d=1.98012 t=51595
quan bu 	全部	c=21 d=0.000177921 t=51595
quan bu nei rong 	全部內容	c=1 d=1.77804e-06 t=51595
quan huang 	拳皇	c=2 d=1.18652e-12 t=51595
quan ji 	全集	c=3 d=1.85539e-07 t=51595
quan jia 	全價	c=1 d=1.37115e-37 t=51595
quan jiao 	全角	c=1 d=1.27827e-06 t=51595
quan jing 	全景	c=1 d=2.05583e-08 t=51595
quan ju 	全局	c=3 d=9.28059e-05 t=51595
quan li 	權利	c=6 d=1.57302e-30 t=51595
quan li de 	權利的	c=1 d=1.43353e-31 t=51595
quan lu jing 	全路徑	c=9 d=0.00197932 t=51595
quan mian 	全棉	c=1 d=0.00379148 t=51595
quan ping 	全屏	c=1 d=1 t=50643
quan qiu 	全球	c=3 d=0.0533009 t=51595
quan ri zhi 	全日制	c=1 d=3.32464e-16 t=51595
quan shi 	全是	c=3 d=0.000189435 t=51595
quan shu 	全書	c=2 d=5.60185e-07 t=51595
quan xian 	權限	c=48 d=0.0205731 t=51595
quan xie 	全寫	c=1 d=9.86286e-15 t=51595
quan xin 	全新	c=3 d=0.182684 t=51595
quan xuan 	全選	c=4 d=9.56856e-06 t=51595
quan zhong 	權重	c=6 d=0.350061 t=51595
quan zi dong 	全自動	c=1 d=9.56646e-09 t=51595
que 	卻	c=2 d=2.20452e-06 t=51595
que 	缺	c=2 d=1.26031e-16 t=51595
que bao 	確保	c=2 d=0.0485578 t=51595
que ding 	確定	c=8 d=1.43389e-05 t=51595
que qian 	缺錢	c=1 d=1.85571e-09 t=51595
que ren 	確認	c=50 d=1.26273 t=51595
que ren 	缺人	c=1 d=0.00923273 t=51595
que shao 	缺少	c=2 d=6.5854e-07 t=51595
que shi 	缺失	c=4 d=0.442116 t=51595
que shi zhi 	缺失值	c=6 d=0.450976 t=51595
que yang 	缺氧	c=2 d=4.20595e-10 t=51595
que you 	卻又	c=1 d=4.24751e-45 t=51595
qun li 	羣裏	c=0 d=1.88113e-23 t=51595
qun zi 	裙子	c=1 d=2.9043e-14 t=51595
ran 	然	c=1 d=2.51143e-10 t=51595
ran 	燃	c=2 d=7.30386e-40 t=51595
ran er 	然而	c=2 d=0.0383884 t=51595
ran hou 	然後	c=45 d=0.941631 t=51595
rang 	讓	c=15 d=1.44839 t=51595
rang ni 	讓你	c=9 d=0.625399 t=51595
rang ta 	讓他	c=5 d=0.637628 t=51595
rang wo 	讓我	c=4 d=0.00041703 t=51595
rang wo men 	讓我們	c=1 d=7.33819e-07 t=51595
rao guo 	繞過	c=2 d=1.8108e-07 t=51595
re 	惹	c=0 d=3.12783e-05 t=51595
re 	熱	c=4 d=7.06866e-05 t=51595
re ai 	熱愛	c=1 d=1.47799e-08 t=51595
re ai er 	熱愛而	c=1 d=5.78031e-23 t=51595
re bu shu 	熱部署	c=2 d=0.0702988 t=51595
re dian 	熱點	c=1 d=0.000703108 t=51595
re dian tu 	熱點圖	c=1 d=2.24051e-20 t=51595
re li tu 	熱力圖	c=1 d=0.000397625 t=51595
re men 	熱門	c=3 d=0.548812 t=51595
re nao 	熱鬧	c=1 d=3.63959e-22 t=51595
re ni le 	惹你了	c=1 d=0.000314351 t=51595
re ni le 	熱膩了	c=1 d=0.000312783 t=51595
re tie 	熱帖	c=1 d=2.16087e-06 t=51595
ren 	人	c=34 d=0.045079 t=51595
ren 	仁	c=1 d=7.96971e-37 t=51595
ren 	忍	c=2 d=2.22586e-31 t=51595
ren cai 	人才	c=5 d=0.0164597 t=51595
ren duo 	人多	c=1 d=1.31738e-37 t=51595
ren gong 	人工	c=23 d=0.0951343 t=51595
ren gong fei 	人工費	c=1 d=6.48588e-25 t=51595
ren gong zhi jian 	人工質檢	c=1 d=1 t=47653
ren gong zhi neng 	人工智能	c=9 d=0.786636 t=51595
ren gou 	認購	c=1 d=2.8561e-23 t=51595
ren he 	仁和	c=1 d=2.65252e-06 t=51595
ren he 	任何	c=3 d=1.29848e-14 t=51595
ren ji 	仁濟	c=1 d=1.29178e-12 t=51595
ren jia 	人家	c=3 d=0.0141223 t=51595
ren jian fei 	人件費	c=6 d=1.85318e-05 t=51595
ren jing 	人精	c=1 d=8.40744e-19 t=51595
ren kou 	人口	c=2 d=0.454608 t=51595
ren lei 	人類	c=2 d=2.78925e-06 t=51595
ren li 	人力	c=0 d=9.80532e-06 t=51595
ren li wo 	人力窩	c=1 d=9.85447e-05 t=51595
ren mai 	人脈	c=2 d=5.1763e-39 t=51595
ren men 	人們	c=1 d=3.39769e-07 t=51595
ren min 	人民	c=1 d=2.17732e-07 t=51595
ren min bi 	人民幣	c=1 d=1 t=50121
ren qi 	人妻	c=2 d=8.41861e-36 t=51595
ren ren 	人人	c=5 d=7.94898e-07 t=51595
ren ren che 	人人車	c=2 d=3.77996e-49 t=51595
ren sheng 	人生	c=4 d=3.59783e-05 t=51595
ren shi 	人事	c=4 d=0.00128757 t=51595
ren shi 	人士	c=1 d=1.20339e-31 t=51595
ren shi 	認識	c=1 d=4.04955e-13 t=51595
ren shi dao 	認識到	c=1 d=2.789e-08 t=51595
ren ti 	人體	c=4 d=0.759572 t=51595
ren wu 	任務	c=23 d=0.17835 t=51595
ren wu zu 	任務組	c=3 d=1.57444 t=50690
ren yi 	任意	c=3 d=4.20322e-10 t=51595
ren yuan 	人員	c=2 d=1.33275e-13 t=51595
ren yue 	人月	c=1 d=7.87942e-50 t=51595
ren zai 	人在	c=2 d=3.01534e-36 t=51595
ren zheng 	認證	c=3 d=1.70502e-05 t=51595
ren zhi 	任職	c=1 d=2.47572e-18 t=51595
reng 	扔	c=4 d=0.000209675 t=51595
reng dao 	扔到	c=3 d=2.52359e-08 t=51595
ri 	日	c=12 d=0.574072 t=51595
ri bao 	日報	c=5 d=1.33017 t=51595
ri ben 	日本	c=13 d=0.782705 t=51595
ri chang 	日常	c=3 d=9.053e-07 t=51595
ri he 	日和	c=1 d=6.42462e-31 t=51595
ri ji 	日記	c=2 d=7.17058e-48 t=51595
ri ju 	日劇	c=1 d=5.87685e-12 t=51595
ri li 	日曆	c=27 d=1.6213e-06 t=51595
ri qi 	日期	c=85 d=1.70819 t=51595
ri shi 	日式	c=1 d=1.3545e-11 t=51595
ri xi 	日系	c=1 d=2.37129e-11 t=51595
ri yuan 	日元	c=3 d=9.73289e-06 t=51595
