# Rime user dictionary
#@/db_name	double_pinyin_flypy.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	5468
#@/user_id	macbook
a 	啊	c=53 d=5.16558 t=5468
liang 	兩	c=2 d=0.0765355 t=5468
liang dian 	兩點	c=1 d=0.000311223 t=5468
liang fen 	兩份	c=1 d=0.107528 t=5468
liang ge 	兩個	c=3 d=1.66263e-06 t=5468
liang nian 	兩年	c=2 d=0.190139 t=5468
liang qian 	兩千	c=1 d=0.0699482 t=5468
liang san 	兩三	c=1 d=0.143704 t=5468
liang shi 	糧食	c=1 d=0.0236356 t=5468
liang zhong 	兩種	c=1 d=5.65718e-05 t=5468
liao 	聊	c=0 d=0.1 t=5442
liao le shen me 	聊了什麼	c=1 d=1 t=5443
lin 	拎	c=2 d=0.00287471 t=5468
lin 	林	c=4 d=0.000161469 t=5468
lin 	臨	c=1 d=1.07029e-05 t=5468
ling 	凌	c=2 d=1.99005 t=4520
ling 	領	c=1 d=0.554327 t=5468
ling jing 	菱鏡	c=1 d=4.95641e-08 t=5468
ling wai 	另外	c=3 d=0.970562 t=5468
ling yu 	凌宇	c=5 d=1.00331 t=5468
liu 	六	c=2 d=1.956 t=5359
liu 	劉	c=1 d=5.78739e-08 t=5468
liu ceng 	劉曾	c=2 d=1.956 t=5358
liu hai 	劉海	c=1 d=0.0217096 t=5468
liu lan qi 	瀏覽器	c=2 d=0.909373 t=5468
liu lou 	六樓	c=2 d=1.99005 t=5348
liu qi 	六七	c=0 d=0.050409 t=5468
liu qi qian 	六七千	c=1 d=0.506617 t=5468
long yang 	龍陽	c=0 d=2.06579e-07 t=5468
long yang lu 	龍陽路	c=1 d=2.07614e-06 t=5468
lou 	嘍	c=2 d=0.19205 t=5468
lou 	樓	c=3 d=1.1764 t=5468
lou shang 	樓上	c=1 d=2.61935e-05 t=5468
lu 	路	c=2 d=0.355226 t=5468
lu bian 	路邊	c=1 d=0.174645 t=5468
lu shang 	路上	c=1 d=0.00775048 t=5468
lu xian 	路線	c=1 d=2.05548e-06 t=5468
lu xun 	魯迅	c=1 d=2.70611e-06 t=5468
luan ma 	亂碼	c=1 d=2.46723e-07 t=5468
lun 	論	c=4 d=0.000500624 t=5468
lun tan 	論壇	c=2 d=0.215637 t=5468
luo 	絡	c=1 d=0.0305009 t=5468
luo 	羅	c=1 d=0.000889368 t=5468
luo di chuang 	落地窗	c=1 d=2.99794e-05 t=5468
luo ge 	落格	c=1 d=7.05048e-07 t=5468
luo ji 	邏輯	c=1 d=0.000792752 t=5468
lv 	率	c=0 d=2.511e-09 t=5468
lv 	綠	c=2 d=1.99005 t=4611
lv se 	綠色	c=1 d=1 t=4607
ma 	嗎	c=43 d=2.13778 t=5468
ma 	嘛	c=2 d=0.0149591 t=5468
ma 	碼	c=1 d=0.0042963 t=5468
ma 	馬	c=3 d=2.06188 t=5468
ma dai ma 	碼代碼	c=1 d=1 t=4714
ma er 	馬爾	c=0 d=0.0158817 t=5468
ma fan 	麻煩	c=1 d=0.951229 t=5468
ma ma 	媽媽	c=10 d=0.00229371 t=5468
ma shang 	馬上	c=1 d=0.035437 t=5468
mai 	買	c=12 d=0.868536 t=5468
mai 	賣	c=2 d=0.208196 t=5468
mai bei 	買唄	c=3 d=0.130397 t=5468
mai chu 	賣出	c=3 d=1.12845e-06 t=5468
mai de 	買的	c=1 d=0.0164934 t=5468
mai de sha 	買的啥	c=1 d=0.0230803 t=5468
mai dian 	買點	c=2 d=3.11455e-05 t=5468
mai diao 	賣掉	c=4 d=0.430446 t=5468
mai guo 	買過	c=1 d=4.87001e-07 t=5468
mai ke feng 	麥克風	c=1 d=0.00941925 t=5468
mai le 	買了	c=4 d=0.0669303 t=5468
mai shen me 	買什麼	c=1 d=0.0217096 t=5468
mai shou ji 	買手機	c=1 d=0.355226 t=5468
mai yi ge 	買一個	c=1 d=0.50409 t=5468
mai zhe mai na 	買這買那	c=1 d=7.31927e-06 t=5468
mai zhi 	買支	c=1 d=0.0175097 t=5468
man hua 	漫畫	c=1 d=0.0176857 t=5468
man zu 	滿足	c=1 d=6.72398e-08 t=5468
mang 	忙	c=2 d=0.00172196 t=5468
mang da 	盲打	c=1 d=0.0862936 t=5468
mang xian 	忙線	c=2 d=0.203192 t=5468
mao 	貓	c=4 d=0.212582 t=5468
mao gou 	貓狗	c=2 d=1.41066 t=4668
mao ma ma 	貓媽媽	c=1 d=0.0230521 t=5468
mao qiu 	毛球	c=1 d=0.203926 t=5468
mao yi 	毛衣	c=2 d=0.00272077 t=5468
me 	麼	c=3 d=0.0267829 t=5468
mei 	沒	c=20 d=1.05279 t=5468
mei 	美	c=2 d=5.76426e-06 t=5468
mei ban fa 	沒辦法	c=1 d=1 t=4654
mei cha 	沒插	c=1 d=0.0098528 t=5468
mei guo 	美國	c=13 d=3.45178e-06 t=5468
mei hai 	沒還	c=1 d=4.03772e-08 t=5468
mei kan 	沒看	c=0 d=0.0392586 t=5468
mei li 	美里	c=1 d=0.000277414 t=5468
mei mai 	沒買	c=2 d=0.0579164 t=5468
mei mei 	美美	c=1 d=0.0129068 t=5468
mei qian 	沒錢	c=1 d=6.82444e-06 t=5468
mei qiu 	煤球	c=1 d=0.0459593 t=5468
mei shen me 	沒什麼	c=1 d=0.0784731 t=5468
mei shi 	沒事	c=4 d=0.752095 t=5468
mei sui 	沒碎	c=1 d=0.0206508 t=5468
mei tian 	每天	c=1 d=6.42702e-06 t=5468
mei tuan 	美團	c=1 d=1 t=4939
mei ya 	美亞	c=1 d=3.50116e-07 t=5468
mei ye 	每頁	c=1 d=1.08927e-06 t=5468
mei yong guo 	沒用過	c=1 d=0.0692522 t=5468
mei you 	沒有	c=8 d=0.558301 t=5468
mei zhao dao 	沒找到	c=1 d=0.00644146 t=5468
men 	們	c=2 d=0.000112143 t=5468
men piao 	門票	c=1 d=0.0441572 t=5468
meng cheng 	蒙城	c=2 d=1.68363e-06 t=5468
meng shang 	蒙上	c=1 d=1 t=4531
meng yan 	孟岩	c=1 d=5.67279e-08 t=5468
mi du 	密度	c=1 d=0.00331267 t=5468
mi qi 	米奇	c=1 d=6.33133e-06 t=5468
mi xian 	米線	c=1 d=0.12307 t=5468
mian 	麪	c=3 d=0.231078 t=5468
mian fei 	免費	c=1 d=0.00125578 t=5468
mian mo 	面膜	c=2 d=0.709852 t=5468
mian shi 	面試	c=4 d=0.371577 t=5468
mian tiao 	麪條	c=2 d=0.0745162 t=5468
mian xi 	免息	c=1 d=0.0742736 t=5468
min 	民	c=1 d=1 t=5282
ming 	名	c=3 d=0.99005 t=5468
ming 	明	c=1 d=1 t=5292
ming ji 	明基	c=2 d=0.000286767 t=5468
ming ling 	命令	c=2 d=0.904837 t=5468
ming ling hang 	命令行	c=1 d=0.810584 t=5468
ming tian 	明天	c=7 d=0.677744 t=5468
ming tiao 	名條	c=1 d=0.571209 t=5468
ming xiang 	冥想	c=1 d=1.56533e-07 t=5468
mo 	摸	c=1 d=0.00106556 t=5468
mo 	末	c=1 d=5.8164e-08 t=5468
mo 	模	c=1 d=1 t=4503
mo 	膜	c=3 d=0.0988416 t=5468
mo hu 	模糊	c=1 d=1.09851 t=5042
mo le 	摸了	c=0 d=0.1 t=4559
mo le mo 	摸了摸	c=1 d=1 t=4560
mo ren 	默認	c=1 d=0.839457 t=5468
mo sheng 	陌生	c=1 d=1 t=4628
mo shi 	模式	c=1 d=1.09757e-07 t=5468
mo shui 	墨水	c=2 d=0.0492011 t=5468
mo xing 	模型	c=8 d=0.162685 t=5468
mu di 	目的	c=1 d=0.247833 t=5468
mu mao 	母冇	c=1 d=1.87889e-08 t=5468
mu you 	木有	c=1 d=1.6453e-05 t=5468
na 	那	c=11 d=1.27068 t=5468
na bu 	那不	c=0 d=0.0014648 t=5468
na bu hai shi 	那不還是	c=1 d=0.0146986 t=5468
na bu jiu 	那不就	c=1 d=2.27715e-05 t=5468
na bu jiu shi 	那不就是	c=1 d=0.103312 t=5468
na dao 	拿到	c=1 d=3.89818e-06 t=5468
na de dao 	那得到	c=1 d=0.516851 t=5468
na deng ni 	那等你	c=1 d=0.000241172 t=5468
na er 	哪兒	c=1 d=1 t=4808
na ge 	哪個	c=6 d=1.97282 t=5468
na ge 	那個	c=6 d=0.593644 t=5468
na hai 	那還	c=0 d=0.0156453 t=5468
na hai shi 	那還是	c=1 d=0.157237 t=5468
na jiu 	那就	c=4 d=0.0230418 t=5468
na li 	哪裏	c=3 d=0.289199 t=5468
na li 	那裏	c=3 d=1.64636 t=5449
na me 	那麼	c=9 d=0.467916 t=5468
na ni 	那你	c=13 d=1.41981 t=5468
na shi 	那是	c=1 d=0.337902 t=5468
na shi wo 	那是我	c=1 d=0.0372538 t=5468
na shou 	拿手	c=1 d=1 t=4559
na tai 	那臺	c=1 d=0.0387742 t=5468
na tian 	那天	c=1 d=0.0958472 t=5468
na wo 	那我	c=6 d=0.184437 t=5468
na yang 	那樣	c=1 d=0.00131358 t=5468
na yao 	那要	c=1 d=0.162838 t=5468
na yi 	哪一	c=0 d=2.03468e-05 t=5468
na yi liang che 	那一輛車	c=1 d=0.0144798 t=5468
na yi tang 	哪一趟	c=1 d=0.000204488 t=5468
na za ban 	那咋辦	c=1 d=0.0121552 t=5468
na zou 	拿走	c=1 d=3.76411e-06 t=5468
nan 	男	c=1 d=0.332871 t=5468
nan fang 	南方	c=1 d=3.29671e-05 t=5468
nan jing 	南京	c=1 d=1 t=5152
nan ren 	男人	c=8 d=4.39651 t=5468
nao dong 	腦洞	c=1 d=0.247833 t=5468
ne 	呢	c=37 d=2.50142 t=5468
nei 	內	c=1 d=2.22668e-06 t=5468
nei rong 	內容	c=1 d=7.98924e-07 t=5468
neng 	能	c=9 d=0.801926 t=5468
neng bu neng 	能不能	c=1 d=1 t=5248
neng hui qu 	能回去	c=1 d=1 t=5254
neng li 	能力	c=5 d=0.0228986 t=5468
ni 	你	c=75 d=3.12559 t=5468
ni 	尼	c=0 d=0.1 t=4965
ni 	泥	c=2 d=0.709654 t=5468
ni bu mang 	你不忙	c=1 d=1 t=5301
ni cai 	你才	c=1 d=0.00677172 t=5468
ni chi 	倪齒	c=0 d=0.00231676 t=5468
ni chi hao le 	倪齒好了	c=1 d=0.0232837 t=5468
ni dai ma 	你帶嗎	c=1 d=0.109154 t=5468
ni de 	你的	c=2 d=0.14773 t=5468
ni de yi si 	你的意思	c=1 d=2.13421e-07 t=5468
ni gan ma 	你幹嘛	c=1 d=0.433874 t=5468
ni gei 	你給	c=1 d=0.501576 t=5468
ni gei wo 	你給我	c=1 d=0.38868 t=5468
ni gen ta 	你跟她	c=1 d=0.612626 t=5468
ni hai 	你還	c=2 d=0.126448 t=5468
ni hai bu 	你還不	c=1 d=2.42422e-06 t=5468
ni hai mei 	你還沒	c=1 d=2.09159e-05 t=5468
ni hai you 	你還有	c=1 d=4.38384e-05 t=5468
ni hai zai 	你還在	c=1 d=1 t=5415
ni hao 	你好	c=1 d=1 t=4522
ni he 	你和	c=1 d=4.2025e-08 t=5468
ni he 	擬合	c=2 d=0.000996651 t=5468
ni hua 	你花	c=1 d=0.190139 t=5468
ni hui lai 	你回來	c=1 d=1 t=4460
ni hui qu 	你回去	c=1 d=0.0208584 t=5468
ni jia 	你家	c=2 d=0.374018 t=5468
ni jin tian 	你今天	c=3 d=0.927743 t=5468
ni jiu 	你就	c=1 d=2.11844e-08 t=5468
ni kan xia 	你看下	c=1 d=1 t=5316
ni mai de sha 	你買的啥	c=1 d=0.0212797 t=5468
ni mang ba 	你忙吧	c=1 d=0.000769323 t=5468
ni mei kan 	你沒看	c=1 d=0.394554 t=5468
ni men 	你們	c=9 d=0.813101 t=5468
ni na 	你那	c=0 d=0.00192547 t=5468
ni neng 	你能	c=1 d=1 t=4445
ni pai 	你拍	c=1 d=1 t=5036
ni qu 	你去	c=1 d=0.142987 t=5468
ni shen me 	你什麼	c=1 d=3.53575e-05 t=5468
ni shi 	你是	c=0 d=0.1 t=5457
ni shi bu shi 	你是不是	c=1 d=0.0338776 t=5468
ni shi shuo 	你是說	c=1 d=1 t=5458
ni shou ji 	你手機	c=1 d=0.0104099 t=5468
ni wen 	你問	c=0 d=1.97489e-07 t=5468
ni wen wen 	你問問	c=2 d=0.16158 t=5468
ni wen xia 	你問下	c=1 d=1.98478e-06 t=5468
ni xian 	你先	c=1 d=0.231078 t=5468
ni xiang 	你想	c=2 d=0.187308 t=5468
ni xin hao 	你信號	c=1 d=0.540641 t=5468
ni yao 	你要	c=3 d=0.475622 t=5468
ni yao kan 	你要看	c=1 d=0.136014 t=5468
ni yao mai 	你要買	c=2 d=0.0306538 t=5468
ni ye zai 	你也在	c=1 d=0.177284 t=5468
ni yong 	你用	c=1 d=0.0645703 t=5468
ni you 	你有	c=3 d=0.192052 t=5468
ni you ge 	你有個	c=1 d=0.0930145 t=5468
ni za 	你咋	c=2 d=0.599664 t=5468
ni zai 	你在	c=7 d=0.265956 t=5468
ni zao chen 	你早晨	c=1 d=0.0196437 t=5468
ni zhen de 	你真的	c=1 d=1 t=4845
ni zhong wu 	你中午	c=1 d=0.000757869 t=5468
ni zi ji 	你自己	c=4 d=0.103778 t=5468
ni zi ji huan 	你自己還	c=1 d=0.0287246 t=5468
ni zou 	你走	c=1 d=0.965605 t=5468
ni zou 	擬奏	c=1 d=0.960789 t=5468
nian 	年	c=1 d=0.0203434 t=5468
nian di 	年底	c=1 d=0.000156885 t=5468
niu pi xian 	牛皮癬	c=2 d=0.916824 t=5468
niu rou 	牛肉	c=3 d=0.254961 t=5468
nong 	弄	c=1 d=0.941765 t=5468
nong cun 	農村	c=2 d=0.427703 t=5468
nong hang 	農行	c=1 d=4.86918e-05 t=5468
nong hao 	弄好	c=1 d=0.486752 t=5468
nong po 	弄破	c=0 d=0.00475963 t=5468
nong po de 	弄破的	c=1 d=0.0478349 t=5468
nong tang 	弄堂	c=1 d=0.0658748 t=5468
nong ye 	農業	c=3 d=9.84135e-05 t=5468
nu 	努	c=0 d=3.83949e-05 t=5468
nuan qi 	暖氣	c=2 d=6.25637e-05 t=5468
nv 	女	c=1 d=8.74162e-07 t=5468
nv peng you 	女朋友	c=1 d=2.00473e-06 t=5468
nv sheng 	女生	c=2 d=7.55387e-06 t=5468
nv sheng 	女聲	c=1 d=0.00109172 t=5468
o 	噢	c=22 d=2.67967 t=5468
ou 	偶	c=1 d=0.00115923 t=5468
ou xiang 	偶像	c=1 d=1 t=4509
ou yuan 	歐元	c=1 d=2.80975e-07 t=5468
pa 	怕	c=2 d=1.99005 t=4855
pa 	爬	c=1 d=1.13373e-06 t=5468
pa chong 	爬蟲	c=6 d=5.58367e-06 t=5468
pai 	拍	c=1 d=1 t=5069
pai 	排	c=1 d=0.062662 t=5468
pai 	派	c=3 d=0.00628324 t=5468
pai ban 	排版	c=1 d=0.0309618 t=5468
pai chong 	排銃	c=1 d=8.61148e-07 t=5468
pai chu suo 	派出所	c=1 d=0.0564161 t=5468
pai de 	拍的	c=2 d=0.216536 t=5468
pai gu 	排骨	c=2 d=0.10984 t=5468
pai gu tang 	排骨湯	c=1 d=0.0397558 t=5468
pai gu tiao 	排骨挑	c=1 d=0.0395575 t=5468
pai lie 	排列	c=1 d=2.46128e-08 t=5468
pai xu 	排序	c=1 d=0.292293 t=5468
pan 	盤	c=5 d=2.7102 t=5468
pang 	胖	c=2 d=0.0194482 t=5468
pang bian 	旁邊	c=1 d=0.179066 t=5468
pang ci 	胖次	c=4 d=0.622016 t=5468
pao 	泡	c=1 d=2.02978e-05 t=5468
pao 	跑	c=1 d=0.344728 t=5468
pei 	配	c=1 d=4.18083e-06 t=5468
pei 	陪	c=1 d=3.58053e-06 t=5468
pei zhi 	配置	c=9 d=1.95064 t=5468
pei zhi wen jian 	配置文件	c=1 d=0.960789 t=5468
peng 	鵬	c=1 d=5.84555e-08 t=5468
peng cheng 	彭城	c=1 d=1.86019e-08 t=5468
peng you 	朋友	c=10 d=0.574072 t=5468
pi 	屁	c=1 d=0.331211 t=5468
pi 	皮	c=2 d=0.562587 t=5468
pian cha 	偏差	c=4 d=0.0028926 t=5468
pian du 	偏度	c=1 d=0.00037447 t=5468
pian yi 	便宜	c=1 d=0.16699 t=5468
piao 	票	c=2 d=0.0148209 t=5468
ping ban 	平板	c=1 d=0.188247 t=5468
ping bao 	屏保	c=1 d=1.42347e-07 t=5468
ping ce 	評測	c=1 d=0.210136 t=5468
ping fang 	平方	c=1 d=1 t=4998
ping gu 	評估	c=2 d=1.31823e-07 t=5468
ping guo 	蘋果	c=3 d=0.831788 t=5468
ping heng 	平衡	c=1 d=0.000117391 t=5468
ping hua 	平滑	c=1 d=0.0301974 t=5468
ping jun 	平均	c=2 d=0.157237 t=5468
ping jun zhi 	平均值	c=1 d=0.00035443 t=5468
ping mu 	屏幕	c=12 d=0.126532 t=5468
ping shi 	平時	c=1 d=0.29523 t=5468
pu 	鋪	c=1 d=0.0850088 t=5468
pu dong xin qu 	浦東新區	c=1 d=2.83799e-07 t=5468
pu gai 	鋪蓋	c=1 d=0.438235 t=5468
pu la 	普拉	c=0 d=1.71718e-09 t=5468
pu la duo 	普拉多	c=2 d=3.48643e-08 t=5468
pu su 	樸素	c=1 d=0.00630752 t=5468
qi 	七	c=6 d=0.000885595 t=5468
qi 	其	c=0 d=4.50722e-09 t=5468
qi 	器	c=5 d=0.0324783 t=5468
qi 	奇	c=2 d=6.88019e-06 t=5468
qi 	妻	c=1 d=1 t=4630
qi 	起	c=1 d=1 t=4734
qi dong 	啓動	c=1 d=2.41837e-07 t=5468
qi dong pan 	啓動盤	c=2 d=0.0148191 t=5468
qi fa shi 	啓發式	c=1 d=1 t=4952
qi fu 	欺負	c=1 d=0.207008 t=5468
qi guai 	奇怪	c=1 d=1 t=4541
qi lai 	起來	c=2 d=0.557106 t=5468
qi niu 	七牛	c=2 d=1.99501 t=5411
qi niu yun 	七牛雲	c=6 d=4.71364 t=4900
qi qian 	七千	c=1 d=1 t=4789
qi ta 	其他	c=4 d=0.0112776 t=5468
qi wang 	期望	c=4 d=0.00791164 t=5468
qi yi 	奇異	c=0 d=2.06045e-06 t=5468
qi yu 	奇遇	c=1 d=5.19707e-07 t=5468
qian 	千	c=6 d=0.156295 t=5468
qian 	欠	c=2 d=0.193986 t=5468
qian 	錢	c=10 d=0.937158 t=5468
qian ji tian 	前幾天	c=2 d=0.97531 t=5468
qian ke 	掮客	c=1 d=2.25449e-05 t=5468
qian le 	欠了	c=1 d=7.2103e-06 t=5468
qian yan 	前言	c=1 d=2.16124e-08 t=5468
qiang 	強	c=1 d=0.0415857 t=5468
qiang 	搶	c=2 d=0.000209343 t=5468
qiang 	牆	c=8 d=1.06017 t=5468
qiang 	腔	c=1 d=0.00631391 t=5468
qiang dao 	搶到	c=1 d=0.000194515 t=5468
qiang piao 	強票	c=1 d=7.19291e-07 t=5468
qiao 	橋	c=2 d=0.0903955 t=5468
qiao jie 	橋接	c=1 d=1.07583e-07 t=5468
qie 	切	c=0 d=3.7447e-05 t=5468
qie bi xue fu bu deng shi 	切比雪夫不等式	c=1 d=0.000376347 t=5468
qin qi 	親戚	c=2 d=1.86502 t=5168
qing 	卿	c=1 d=1 t=4619
qing chu 	清楚	c=2 d=0.242926 t=5468
qing dian 	輕點	c=1 d=0.0200405 t=5468
qing hua 	清華	c=3 d=1.31202e-07 t=5468
qing jia 	請假	c=2 d=0.421052 t=5468
qing jie 	清潔	c=1 d=0.0889216 t=5468
qing kong 	清空	c=1 d=0.08291 t=5468
qing kuang 	情況	c=3 d=0.0117966 t=5468
qing kuang xia 	情況下	c=1 d=0.00326335 t=5468
qing ni 	請你	c=1 d=1.26229e-05 t=5468
qing nin 	請您	c=1 d=4.51735e-05 t=5468
qing ren jie 	情人節	c=1 d=0.0992613 t=5468
qing shang 	情商	c=1 d=0.000148489 t=5468
qing yi 	輕易	c=1 d=3.02077e-06 t=5468
qiong 	瓊	c=2 d=3.2419e-06 t=5468
qiong 	窮	c=2 d=2.79012e-06 t=5468
qiong ba ba 	窮爸爸	c=2 d=2.33835e-07 t=5468
qiong qiong 	瓊瓊	c=1 d=3.42356e-08 t=5468
qiu 	求	c=1 d=0.00247875 t=5468
qiu 	球	c=1 d=0.0464212 t=5468
qiu feng 	秋風	c=0 d=1.99956e-06 t=5468
qiu feng yi zhi fu shao hua 	秋風一紙負韶華	c=1 d=2.00958e-05 t=5468
qiu sheng 	求生	c=1 d=0.174645 t=5468
qiu tu 	囚徒	c=2 d=0.178791 t=5468
qiu yi 	秋衣	c=2 d=1.41889e-06 t=5468
qu 	區	c=4 d=0.561919 t=5468
qu 	去	c=20 d=1.87105 t=5468
qu 	取	c=0 d=0.1 t=5105
qu ba 	去吧	c=1 d=0.000636198 t=5468
qu dao 	渠道	c=1 d=4.91812e-05 t=5468
qu dong 	驅動	c=1 d=2.76792e-07 t=5468
qu guo 	去過	c=1 d=3.08924e-05 t=5468
qu jing 	取景	c=0 d=0.1 t=5105
qu kuai 	區塊	c=0 d=4.48398e-07 t=5468
qu kuai lian 	區塊鏈	c=1 d=4.50645e-06 t=5468
qu ni jia 	去你家	c=1 d=0.000493001 t=5468
qu piao 	取票	c=1 d=0.0117959 t=5468
qu qu jing 	取取景	c=1 d=1 t=5106
qu xiao 	取消	c=2 d=0.0174224 t=5468
qu xue 	去學	c=1 d=0.251579 t=5468
quan 	全	c=1 d=4.89359e-05 t=5468
quan xin 	全新	c=2 d=0.0251037 t=5468
quan zi dong 	全自動	c=1 d=2.34124e-08 t=5468
que ding 	確定	c=1 d=1.32381e-06 t=5468
qun 	羣	c=0 d=4.7375e-07 t=5468
qun zi 	裙子	c=1 d=0.045502 t=5468
ran hou 	然後	c=2 d=0.010727 t=5468
rang 	讓	c=2 d=0.218732 t=5468
rang bie ren 	讓別人	c=1 d=0.000150733 t=5468
rang ni 	讓你	c=1 d=0.0776922 t=5468
rang ta 	讓他	c=1 d=1 t=5183
rang wo 	讓我	c=0 d=4.88095e-05 t=5468
re 	熱	c=1 d=2.86047e-05 t=5468
re kong qi 	熱空氣	c=2 d=5.32213e-05 t=5468
ren 	人	c=9 d=0.103115 t=5468
ren 	忍	c=1 d=8.78544e-07 t=5468
ren gong 	人工	c=2 d=2.28593e-06 t=5468
ren jia 	人家	c=1 d=0.321422 t=5468
ren min 	人民	c=1 d=1 t=5219
ren ren 	人人	c=1 d=2.61979e-07 t=5468
ren shi 	認識	c=0 d=0.0351692 t=5468
reng dao 	扔到	c=1 d=1 t=5461
ri ben 	日本	c=2 d=0.00108691 t=5468
ri zhi 	日誌	c=1 d=0.878095 t=5468
rong liang 	容量	c=1 d=1 t=5394
rong yi 	容易	c=0 d=0.0025223 t=5468
rong yi huai 	容易壞	c=1 d=0.0253494 t=5468
rou yi rou 	揉一揉	c=1 d=0.0120342 t=5468
ru 	如	c=1 d=5.57296e-05 t=5468
ru guo 	如果	c=4 d=0.0281331 t=5468
ru he 	如何	c=1 d=1 t=4491
ruan jian 	軟件	c=3 d=0.955997 t=5468
rui 	銳	c=1 d=0.00618889 t=5468
ruo 	弱	c=1 d=8.74013e-05 t=5468
sa 	仨	c=1 d=0.0788664 t=5468
san 	三	c=1 d=1 t=5077
san jia 	三甲	c=1 d=1 t=4649
san jiao 	三角	c=2 d=0.0184074 t=5468
san kuai qian 	三塊錢	c=1 d=0.036334 t=5468
san nian ji 	三年級	c=1 d=2.06614e-08 t=5468
san qian 	三千	c=1 d=0.240508 t=5468
san shang 	三上	c=2 d=1.99501 t=4425
san xiang shui 	三湘水	c=0 d=0.0980199 t=5468
san xiang shui jia jin 	三湘水加緊	c=1 d=0.985112 t=5468
sang chong 	桑蟲	c=1 d=0.279431 t=5468
sao miao 	掃描	c=3 d=0.153375 t=5468
se se fa dou 	瑟瑟發抖	c=1 d=3.49213e-06 t=5468
sen lin 	森林	c=1 d=1 t=5423
sha 	啥	c=6 d=0.089452 t=5468
sha fa 	沙發	c=1 d=0.562705 t=5468
sha shi hou 	啥時候	c=2 d=0.932394 t=5468
shan 	閃	c=1 d=1 t=4430
shan chu 	刪除	c=10 d=1.98012 t=5468
shan diao 	刪掉	c=2 d=1.34905 t=5468
shang 	上	c=7 d=0.871548 t=5468
shang 	裳	c=1 d=0.000898306 t=5468
shang ban 	上半	c=2 d=6.18835e-05 t=5468
shang ban 	上班	c=4 d=0.310382 t=5468
shang chuan 	上傳	c=6 d=5.47884 t=4897
shang ci 	上次	c=2 d=0.918512 t=5468
shang dian 	商店	c=1 d=9.95521e-07 t=5468
shang fen 	上分	c=2 d=4.59034e-05 t=5468
shang ge yue 	上個月	c=1 d=0.0163259 t=5468
shang hai 	上海	c=14 d=0.754984 t=5468
shang jia 	商家	c=1 d=2.39431e-07 t=5468
shang kou fan chi 	賞口飯吃	c=1 d=0.035437 t=5468
shang liang 	商量	c=1 d=1 t=5115
shang mian 	上面	c=2 d=0.0416751 t=5468
shang pin 	商品	c=8 d=8.33165e-06 t=5468
shang pu 	上鋪	c=1 d=0.0119145 t=5468
shang qu 	上去	c=1 d=1.95524e-06 t=5468
shang shan si hao 	商山四皓	c=1 d=1.86952e-08 t=5468
shang shi 	上式	c=1 d=0.00339653 t=5468
shang xin 	傷心	c=0 d=1.24671e-07 t=5468
shang yi nian 	上一年	c=1 d=1 t=4657
shao 	少	c=2 d=0.000147952 t=5468
shao deng 	稍等	c=2 d=0.0064742 t=5468
shao hua 	韶華	c=0 d=1.99956e-06 t=5468
shao nian 	少年	c=1 d=0.00530026 t=5468
shao you 	少有	c=1 d=2.69261e-06 t=5468
shao you ren zou de lu 	少有人走的路	c=1 d=2.65252e-06 t=5468
she bao 	社保	c=1 d=1 t=4685
she bei 	設備	c=1 d=0.0275983 t=5468
she ding 	設定	c=1 d=3.5449e-06 t=5468
she xiang tou 	攝像頭	c=2 d=0.0615924 t=5468
she zhi 	設置	c=1 d=0.0963276 t=5468
shen bian 	身邊	c=1 d=1 t=4582
shen du 	深度	c=6 d=0.918512 t=5468
shen jing 	神經	c=1 d=4.26602e-08 t=5468
shen me 	什麼	c=30 d=3.39885 t=5468
shen me shi hou 	什麼時候	c=1 d=3.53635e-07 t=5468
shen qing 	申請	c=1 d=3.3552e-06 t=5468
shen ru 	深入	c=2 d=0.000657648 t=5468
shen ru 	神乳	c=1 d=0.00481991 t=5468
shen shen 	神神	c=0 d=0.0308819 t=5468
shen shen dao dao 	神神叨叨	c=1 d=0.310367 t=5468
shen ti 	身體	c=1 d=0.412714 t=5468
shen zhen 	深圳	c=1 d=0.150318 t=5468
sheng 	生	c=1 d=0.000239969 t=5468
sheng bing 	生病	c=1 d=0.0417941 t=5468
sheng chan 	生產	c=2 d=2.52816e-05 t=5468
sheng cheng 	生成	c=3 d=0.190696 t=5468
sheng ci 	生詞	c=1 d=0.0295994 t=5468
sheng cun 	生存	c=1 d=4.24402e-06 t=5468
sheng huo 	生活	c=2 d=0.0426384 t=5468
sheng ji 	升級	c=1 d=4.94277e-05 t=5468
sheng jian 	生煎	c=1 d=1 t=4919
sheng xin 	省心	c=1 d=0.000642592 t=5468
sheng yin 	聲音	c=1 d=6.98033e-07 t=5468
shi 	事	c=2 d=0.413759 t=5468
shi 	使	c=3 d=0.00125381 t=5468
shi 	市	c=1 d=6.16012e-07 t=5468
shi 	師	c=1 d=0.00440507 t=5468
shi 	式	c=1 d=0.00111378 t=5468
shi 	是	c=29 d=0.819226 t=5468
shi 	時	c=7 d=0.000185778 t=5468
shi a 	是啊	c=2 d=0.895834 t=5468
shi bai 	失敗	c=1 d=2.8596e-08 t=5468
shi bie 	識別	c=3 d=2.95072 t=5055
shi bu shi 	是不是	c=2 d=0.195986 t=5468
shi chang 	市場	c=0 d=3.65348e-09 t=5468
shi da 	是噠	c=1 d=0.236928 t=5468
